,RT,m/z,Polarity,Area (Max.),ID,molec_class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),mean,is_id,C,unsat,C_cat,unsat_cat
207,13.363,221.13228,+,36328520.48,,,3,1426946.824,18241572.89,33239835.9,36328520.48,23609948.74,27053600.71,,False,,,,
208,13.368,494.30322,+,1044242.961,,,5,475984.8647,798854.8984,771314.5377,981994.1424,622620.9547,1044242.961,,False,,,,
209,13.389,498.32153,+,6703665.751,,,2,1068715.711,695857.7109,5941700.665,6703665.751,680356.6572,5377144.196,,False,,,,
210,13.394,395.12778,+,3272348.333,,,1,2630584.035,3115019.473,2539579.871,2518889.135,2377737.149,3272348.333,,False,,,,
211,13.396,263.12769,+,8316939.984,,,1,5527630.319,8076936.029,1362320.549,4647906.618,6052632.423,8316939.984,,False,,,,
212,13.401,602.33246,+,17389784.19,,,6,17280257.86,13960255.98,16071555.81,16386052.58,13880998.2,17389784.19,,False,,,,
213,13.407,484.30536,+,9938652.505,,,2,1576330.328,1007610.533,6656793.912,6912713.096,675683.8834,9938652.505,,False,,,,
214,13.41,470.29016,+,2155540.314,,,1,262695.4581,341558.3368,2155540.314,1993989.833,198098.3191,1386381.657,,False,,,,
215,13.418,309.20578,+,11825114.04,,,5,7609557.553,6906969.016,7887928.382,6563599.563,4544423.623,11825114.04,,False,,,,
216,13.424,643.14246,+,1988494.124,,,4,1534854.816,1544092.018,1631389.724,1988494.124,1840700.314,1861242.025,,False,,,,
217,13.431,229.11981,+,2359296.126,,,1,1788000.913,2359296.126,925561.9691,667552.9048,666844.4641,1268140.003,,False,,,,
218,13.433,641.26422,+,5312987.031,,,6,4216095.701,4071741.09,4542917.175,5312987.031,5155662.21,5182639.288,,False,,,,
219,13.45,471.23773,+,2248111.736,,,1,2169301.342,1149822.781,1901258.071,2248111.736,927983.9833,1217825.553,,False,,,,
220,13.456,567.26837,+,530387.4708,,,1,296233.8551,479435.6082,393704.2598,530387.4708,388020.7684,401029.1008,,False,,,,
221,13.462,396.311,+,4010414.471,,,2,2779776.786,3310710.366,4010414.471,3807736.359,2695956.891,3248435.94,,False,,,,
222,13.469,316.19391,+,2354842.022,,,1,616811.4938,603516.094,707112.5486,2354842.022,1209608.003,1168352.501,,False,,,,
223,13.475,471.15424,+,2819675.112,,,1,2819675.112,2082771.408,1146249.252,1825446.439,2239227.485,1838322.301,,False,,,,
224,13.481,223.06381,+,219968550.0,,,4,3740048.47,5026551.365,83719634.16,162906607.5,170856412.3,219968550.0,,False,,,,
225,13.481,281.05096,+,47731769.3,,,4,175735.3318,767923.4633,13926721.09,23429031.66,27868057.65,47731769.3,,False,,,,
226,13.485,337.07489,+,303179990.0,,,6,6275915.407,8612504.387,99887458.61,184165103.4,217795076.9,303179990.0,,False,,,,
227,13.485,225.04269,+,17642869.39,,,2,4774926.709,798365.7538,5174759.426,11731573.94,15681973.76,17642869.39,,False,,,,
228,13.485,227.0219,+,6216526.728,,,2,1872585.376,2544475.509,1918091.385,5568449.578,6216526.728,5379848.842,,False,,,,
229,13.49,381.08203,+,3191156.771,,,4,64139.23935,86087.33365,1085438.418,1529259.557,3172050.772,3191156.771,,False,,,,
230,13.491,221.15356,+,28121327.42,,,5,22086678.7,19975435.05,21576121.69,15980899.32,18607626.12,28121327.42,,False,,,,
231,13.498,346.13516,+,849971.3347,,,2,89958.03067,120872.6502,416381.1981,642134.2651,350923.6872,849971.3347,,False,,,,
232,13.517,639.2851,+,3252848.359,,,4,2312644.419,2426793.491,2754803.461,2282937.393,3252848.359,2630172.821,,False,,,,
233,13.532,414.22757,+,75190749.84,,,3,38747350.95,40114080.23,75190749.84,61121631.02,54509105.49,30632264.82,,False,,,,
234,13.536,357.2785,+,5159667.139,,,3,1296182.378,3056567.902,5159667.139,649342.8024,4861557.437,2918727.76,,False,,,,
235,13.541,818.58429,+,2265532.605,,,1,1663407.159,1672088.58,2265532.605,1914100.77,1572327.51,1167940.782,,False,,,,
236,13.543,313.23703,+,13609349.3,,,1,5811561.224,5734649.194,6531631.419,13609349.3,6968274.824,12670127.86,,False,,,,
237,13.543,561.3172,+,2236918.813,,,3,1051681.412,801870.2595,1364620.76,1450357.08,524911.436,2236918.813,,False,,,,
238,13.543,440.24045,+,1291463.804,,,1,738087.9783,776414.0488,957028.4723,885346.3944,1291463.804,556116.8882,,False,,,,
239,13.559,377.22952,+,1320068.139,,,5,905206.1096,913766.7085,1320068.139,1085797.493,839034.6289,1167126.787,,False,,,,
240,13.576,433.17737,+,177614145.2,,,6,177614145.2,103520595.6,118904033.3,108197107.9,92041739.42,103656194.0,,False,,,,
241,13.581,221.13216,+,81730056.34,,,7,79228571.78,50999760.59,78450377.8,62226118.34,81730056.34,72696383.27,,False,,,,
242,13.581,484.30579,+,12810746.7,,,6,1576330.328,1084672.768,11488041.62,12810746.7,675683.8834,10099049.61,,False,,,,
243,13.585,498.32172,+,9908144.631,,,3,855918.0825,1482813.639,7557787.556,9908144.631,721640.9133,7342838.59,,False,,,,
244,13.586,405.15927,+,1221270.842,,,1,1221270.842,915874.4312,827365.013,819544.8844,1025338.518,1048219.581,,False,,,,
245,13.596,460.19641,+,51783600.59,,,10,51783600.59,49513385.05,39530668.85,45487658.33,41076630.56,14774963.52,,False,,,,
246,13.596,514.39508,+,6188169.209,,,1,4562864.211,652985.4743,2978951.417,1965744.171,3098615.468,6188169.209,,False,,,,
247,13.6,435.1745,+,88166201.91,,,1,88166201.91,35539822.17,83472861.39,78213616.85,74673746.65,86423476.45,,False,,,,
248,13.6,470.29001,+,3441729.685,,,4,585502.246,548892.8921,3068458.117,2172391.256,497002.033,3441729.685,,False,,,,
249,13.602,331.18777,+,7560788.922,,,1,4111709.785,7560788.922,2004147.967,2625382.337,3480337.731,2532752.77,,False,,,,
250,13.603,263.12741,+,16967161.15,,,4,16093495.09,8076936.029,7757838.334,16967161.15,16001189.77,8316939.984,,False,,,,
251,13.606,269.24728,+,41124202.21,,,2,29074426.62,32519666.32,41124202.21,27469172.84,30149082.29,39106010.98,,False,,,,
252,13.608,277.11975,+,2890426.086,,,2,2890426.086,1280833.204,1990966.84,2064440.627,2369004.324,2498802.683,,False,,,,
253,13.623,407.18268,+,17026746.01,,,6,17026746.01,16462841.06,12290584.71,13764125.76,15267436.73,13654837.47,,False,,,,
254,13.626,318.30014,+,2243738.34,,,3,2129613.553,1986404.496,1783072.726,2243738.34,1546789.61,1987060.796,,False,,,,
255,13.633,561.24805,+,4613150.118,,,1,4301265.915,3475744.667,3944288.71,3938568.424,3678612.898,4613150.118,,False,,,,
256,13.633,416.30048,+,2453671.576,,,1,776489.1296,733996.4235,1085670.837,1439000.88,1110323.643,2453671.576,,False,,,,
257,13.636,251.12773,+,8080107.923,,,2,6070685.559,5816743.193,8080107.923,7632235.104,6033017.059,6954400.688,,False,,,,
258,13.643,672.30676,+,1919698.854,,,2,1359327.425,1673065.526,1690828.111,1919698.854,1686139.422,1424340.301,,False,,,,
259,13.644,758.2218,+,2295452.994,,,1,1390112.507,1356549.979,420594.2035,2295452.994,746603.4738,1893189.002,,False,,,,
260,13.645,221.11708,+,24958239.1,,,1,19000698.44,16365773.51,19116498.66,22326034.26,14398249.01,24958239.1,,False,,,,
261,13.646,425.14673,+,2215437.94,,,3,2215437.94,1108875.201,1649874.728,1770315.285,1069125.513,1407482.822,,False,,,,
262,13.648,431.3158,+,9111721.342,,,3,4560084.486,5483593.991,5598710.572,5935280.657,8674915.09,9111721.342,,False,,,,
263,13.66,303.15887,+,1047855.917,,,1,680046.682,1047855.917,1017282.105,880746.2716,730736.7309,993448.7225,,False,,,,
264,13.663,684.37506,+,1873447.917,,,1,1873447.917,1448105.843,1468031.722,1538740.452,1443844.382,1603604.526,,False,,,,
265,13.668,525.1806,+,1843323.611,,,5,1579708.788,1288656.578,1700903.505,1563795.391,1524114.375,1843323.611,,False,,,,
266,13.686,492.25162,+,1274877.964,,,1,420636.5428,324343.916,1274877.964,965884.0027,283609.6532,1106079.204,,False,,,,
267,13.699,372.31082,+,6826826.429,,,6,6405979.68,6202107.315,5656756.991,6808244.83,6439602.241,6826826.429,,False,,,,
268,13.706,410.3266,+,7541683.61,,,1,5615644.786,5218711.952,7285258.516,7541683.61,4262048.69,5864549.883,,False,,,,
269,13.709,520.28229,+,8086486.532,,,6,738561.8185,1072105.053,8086486.532,4405877.168,562580.6861,7021050.705,,False,,,,
270,13.71,520.24597,+,2878478.806,,,4,1834494.662,995082.6609,2878478.806,1562682.509,1229818.368,1905287.03,,False,,,,
271,13.716,506.26706,+,4548597.882,,,6,882110.9697,679942.9799,4548597.882,2640364.457,516840.0703,3109062.707,,False,,,,
272,13.717,534.29846,+,7383790.072,,,6,2349833.863,2054001.263,5723631.861,5530549.436,1164331.483,7383790.072,,False,,,,
273,13.721,371.17862,+,5024205.268,,,3,2342329.67,2156948.936,2583115.594,2625778.265,2330276.03,5024205.268,,False,,,,
274,13.723,299.10422,+,1395633.562,,,4,1084908.883,952018.9701,1177994.196,1352184.929,1395633.562,1002914.402,,False,,,,
275,13.729,433.17746,+,318577633.6,,,6,226352886.7,222569402.0,221913842.7,219374650.1,213092445.7,318577633.6,,False,,,,
276,13.742,249.12732,+,6843864.947,,,2,6829467.071,3683805.67,2709868.723,3309301.628,4301042.473,6843864.947,,False,,,,
277,13.742,463.24402,+,6696534.809,,,2,3379340.2,4436836.907,6696534.809,4364819.81,4597147.197,4219151.775,,False,,,,
278,13.742,464.21942,+,491568.8614,,,1,163113.3862,62472.00873,430565.7904,342207.5581,69162.08616,491568.8614,,False,,,,
279,13.766,277.17966,+,70655100.02,,,4,20330104.5,48448232.11,40177981.12,70655100.02,21006051.41,36963530.63,,False,,,,
280,13.779,761.49658,+,2923079.717,,,2,942268.2065,1516185.282,1801386.461,949058.1551,2923079.717,1307728.887,,False,,,,
281,13.781,369.19946,+,6713209.073,,,2,3975798.237,4899762.653,5453656.211,4055245.772,2494306.88,6713209.073,,False,,,,
282,13.79,832.59979,+,1278021.286,,,1,1278021.286,1161342.767,1253595.86,1017907.441,1007171.346,1014405.961,,False,,,,
283,13.807,411.12283,+,648956.8463,,,1,341947.5273,648956.8463,374498.7813,308143.8728,277590.5811,329671.3258,,False,,,,
284,13.821,437.22943,+,5082618.782,,,1,2796637.394,5082618.782,3794792.91,3647560.517,3434045.064,4665297.637,,False,,,,
285,13.823,335.17834,+,8252620.395,,,5,7236880.936,7169777.761,8252620.395,5498502.693,5647927.195,7666902.276,,False,,,,
286,13.826,508.31888,+,2048807.789,,,6,1760002.861,1911305.567,1651129.03,1866162.613,2048807.789,1646357.911,,False,,,,
287,13.827,503.11349,+,40048917.31,,,6,40048917.31,34731356.98,24900590.18,24763011.22,25324549.14,25063591.03,,False,,,,
288,13.831,422.32666,+,6407376.698,AC 18:3,AC,4,6119037.542,4243215.935,3674846.974,4438621.325,3655412.773,6407376.698,,True,18.0,3.0,18.0,3.0
289,13.831,330.24591,+,1291113.029,,,1,558703.7291,1125721.862,598042.9754,316375.5084,1291113.029,231386.0545,,False,,,,
290,13.842,258.27884,+,5525000.672,,,2,4411398.172,5325426.328,4986772.408,4893433.716,4977775.305,5525000.672,,False,,,,
291,13.849,238.14354,+,41413955.93,,,3,2091746.977,12157240.0,16120946.69,2703171.786,2347027.66,41413955.93,,False,,,,
292,13.867,440.24066,+,1377965.531,,,1,1080022.796,1329582.65,1306032.952,979519.0681,1377965.531,838060.0734,,False,,,,
293,13.869,578.27484,+,3144440.832,,,2,3144440.832,2207309.298,2733625.055,2297252.108,2588511.111,2687260.155,,False,,,,
294,13.874,335.12546,+,241508486.9,,,9,231887565.5,241508486.9,140013052.9,206019595.3,161950837.1,224293364.2,,False,,,,
295,13.89,586.3374,+,5108794.123,,,7,4374299.79,4006053.579,5000112.439,4538140.571,4269525.524,5108794.123,,False,,,,
296,13.899,305.23196,+,4041075.018,,,1,2975187.612,2109491.647,2213410.832,1966957.411,4041075.018,2430210.025,,False,,,,
297,13.905,650.44751,+,4685368.883,,,3,2989711.64,4096064.439,4685368.883,2907443.751,3048769.889,3632796.807,,False,,,,
298,13.914,314.14633,+,43428564.59,,,2,39628356.9,33962570.75,30577851.27,23182963.94,34636121.39,43428564.59,,False,,,,
299,13.914,572.43689,+,35404586.63,,,4,24568719.39,26215317.5,35404586.63,18691142.25,25440752.47,32702006.26,,False,,,,
300,13.914,642.25946,+,883156.949,,,3,883156.949,849255.4616,608304.7958,589926.742,647867.6172,826411.4407,,False,,,,
301,13.922,231.17418,+,4439511.079,,,3,3084987.4,4439511.079,2885258.203,2953832.119,4165020.58,2810014.437,,False,,,,
302,13.923,384.19162,+,2912849.661,,,1,2283926.555,2252515.393,1974891.336,2501344.515,1769850.086,2912849.661,,False,,,,
303,13.924,761.49701,+,4608725.038,,,4,2338773.432,1516185.282,4608725.038,2672565.347,2923079.717,3281067.284,,False,,,,
304,13.926,538.03033,+,1787157.022,,,2,1787157.022,1670310.457,1646814.724,1408032.493,1575662.759,1710841.972,,False,,,,
305,13.934,241.17737,+,644829267.3,,,6,513980374.5,253387377.5,201739150.9,644829267.3,627495136.0,443087601.3,,False,,,,
306,13.942,606.42194,+,11913193.27,,,4,9476818.757,11913193.27,6286587.019,6898628.503,6941342.436,9025607.566,,False,,,,
307,13.946,430.31613,+,22138635.25,,,1,8367065.272,22138635.25,8647298.721,6915816.858,9408990.016,9635564.658,,False,,,,
308,13.95,305.16812,+,21126501.9,,,9,15109577.78,20434266.76,21126501.9,14005894.1,15561708.46,15371413.83,,False,,,,
309,13.957,329.17245,+,888299.9336,,,1,817499.1309,771543.3602,611981.4501,888299.9336,604718.2873,648164.443,,False,,,,
310,13.962,876.62531,+,1248354.609,,,1,1118718.681,1078538.555,1248354.609,857986.2034,1010455.592,1108743.777,,False,,,,
311,13.969,339.20795,+,5565912.839,,,2,5565912.839,3558411.312,2951430.486,2216538.47,3173732.574,2784176.713,,False,,,,
312,13.988,614.2641,+,10554019.56,,,10,7446452.617,8797845.448,8763630.539,9654499.494,9269668.7,10554019.56,,False,,,,
313,13.993,239.14305,+,63312950.3,,,6,24428862.99,26339467.03,20307755.3,22457495.51,25626800.63,63312950.3,,False,,,,
314,13.995,738.31744,+,2394478.44,,,6,2102442.399,1980085.709,2394478.44,1698537.898,1842177.475,2264633.346,,False,,,,
315,14.001,321.18463,+,763252.0457,,,2,674952.2133,664718.9941,189921.4667,763252.0457,686625.7693,257808.0919,,False,,,,
316,14.005,528.41058,+,38288278.6,,,3,28423016.51,25347630.43,32490262.1,22823813.34,26041740.9,38288278.6,,False,,,,
317,14.005,417.33658,+,7081659.173,,,3,6491964.86,7081659.173,5193748.474,4133074.898,5609756.721,6109960.145,,False,,,,
318,14.008,562.39551,+,15103989.54,,,6,9951707.756,15103989.54,12347523.58,10964062.7,7440395.353,10625376.75,,False,,,,
319,14.013,313.1434,+,196299849.3,,,4,153112878.8,89211041.36,105947910.1,113292349.1,196299849.3,190963617.7,,False,,,,
320,14.061,419.18262,+,9741375.031,,,6,9741375.031,9614710.268,6242700.7,6324067.595,6576629.999,6906892.171,,False,,,,
321,14.068,505.1445,+,5904648.376,,,2,5239411.59,3558780.503,3178908.726,5904648.376,4146960.036,3140863.193,,False,,,,
322,14.072,474.28452,+,1838662.396,,,3,1113566.897,1838662.396,1753750.374,1562790.843,1395412.109,1115290.759,,False,,,,
323,14.073,518.36865,+,12488846.9,,,5,10557900.12,8320359.695,12488846.9,8438607.955,8956806.676,12336185.3,,False,,,,
324,14.076,484.38428,+,36843148.62,,,3,35357444.14,25574746.78,33824983.99,19029400.5,32282835.6,36843148.62,,False,,,,
325,14.089,459.3656,+,13280261.17,,,1,7259314.359,6228951.639,5563767.084,3476755.839,4719284.66,13280261.17,,False,,,,
326,14.099,379.24548,+,14665787.78,,,2,6584852.341,7146665.017,14665787.78,6951833.794,7538814.441,9365901.582,,False,,,,
327,14.105,609.30219,+,3112073.868,,,5,3032860.698,3112073.868,2175800.128,2580415.159,2309491.543,2265760.936,,False,,,,
328,14.106,788.44617,+,2224703.292,,,1,1429075.959,1327495.878,2224703.292,1751579.859,1110532.768,1823667.83,,False,,,,
329,14.108,502.32916,+,319409.1977,,,2,186299.5689,244202.9012,279241.9673,179616.3008,225044.3615,319409.1977,,False,,,,
330,14.112,330.20944,+,20320811.76,,,4,12828187.32,11682794.48,11354710.05,20320811.76,11241191.56,11498704.98,,False,,,,
331,14.112,543.32739,+,16466914.32,,,3,15117769.97,16128648.99,15304499.12,13614141.83,16003697.18,16466914.32,,False,,,,
332,14.115,564.30621,+,2442490.35,,,1,2154399.427,2159226.379,1778140.728,1594510.365,2442490.35,1983565.06,,False,,,,
333,14.121,440.35794,+,50478748.61,,,5,17938766.46,27502966.16,31598502.97,20625026.04,20516467.28,50478748.61,,False,,,,
334,14.127,461.2453,+,1799254.322,,,6,1733876.548,1550318.746,1695586.575,1482797.002,1408602.069,1799254.322,,False,,,,
335,14.131,356.26166,+,3662740.087,,,1,3023265.234,3241880.767,3097350.687,2556656.045,2636812.431,3662740.087,,False,,,,
336,14.135,355.22415,+,2990683.958,,,3,2990683.958,1861635.932,2117639.48,2709450.365,2546139.633,2529703.49,,False,,,,
337,14.145,369.29977,+,868274.3234,,,1,868274.3234,219621.7089,152932.969,133501.9481,53635.38211,71967.8543,,False,,,,
338,14.149,571.05194,+,887168.0026,,,1,679468.8376,710305.9022,594957.37,887168.0026,846578.362,632985.8589,,False,,,,
339,14.16,383.20395,+,9312517.593,,,6,6631328.259,4941984.361,9312517.593,8508207.877,7336016.016,7104060.374,,False,,,,
340,14.161,293.09705,+,40073275.53,,,2,40073275.53,15682250.62,25781609.85,11421077.52,11555392.13,17539574.3,,False,,,,
341,14.17,235.16743,+,23250707.04,,,1,23250707.04,22734770.66,21235181.13,21542084.76,789654.2365,23189190.6,,False,,,,
342,14.196,456.31052,+,5247366.085,,,1,1113146.242,720712.2102,5247366.085,872030.8851,689291.1859,3971711.19,,False,,,,
343,14.198,430.31616,+,6629576.599,,,6,6616064.395,5646748.635,6629576.599,4998090.11,5661013.273,6584316.366,,False,,,,
344,14.199,369.20566,+,22719793.01,,,6,22719793.01,15720296.2,22436357.58,22300022.64,18293095.31,21060349.99,,False,,,,
345,14.207,396.33182,+,31955611.26,,,3,19967448.84,20764785.35,30590231.08,23901766.38,31955611.26,27366523.74,,False,,,,
346,14.211,273.13846,+,3257033.14,,,1,2781223.636,3257033.14,2584750.603,2144430.351,1964876.777,2574929.604,,False,,,,
347,14.236,542.32123,+,130959007.9,LysoPC 20:5,LysoPC,3,100259348.4,104784077.2,125894545.8,130959007.9,123944328.1,115446280.2,,True,20.0,5.0,20.0,5.0
348,14.238,708.48975,+,8971127.375,,,1,7086834.94,6405732.72,7984797.048,6386985.562,5095124.622,8971127.375,,False,,,,
349,14.239,399.25046,+,101243487.7,,,5,38406955.28,49905563.46,101243487.7,20525319.32,37743236.64,58403372.11,,False,,,,
350,14.242,570.31934,+,2533863.622,,,5,1460533.571,1371701.633,1692796.222,1667782.278,2533863.622,2045539.207,,False,,,,
351,14.247,674.50507,+,8902575.224,,,1,8614495.064,7871540.965,6022840.113,5266097.855,6647521.354,8902575.224,,False,,,,
352,14.256,764.33276,+,1261925.439,,,3,1214008.806,944972.2323,1161200.931,1093224.058,661011.3909,1261925.439,,False,,,,
353,14.261,490.29047,+,12377525.59,,,1,7797087.143,5342965.998,779564.3612,12377525.59,8459345.352,11959711.41,,False,,,,
354,14.272,344.22192,+,5131300.923,,,3,5131300.923,657233.336,1012969.125,2373373.412,3620206.34,1022686.036,,False,,,,
355,14.275,419.23459,+,846102.2473,,,2,571708.1655,529442.2127,603373.4167,488196.0207,816963.6702,846102.2473,,False,,,,
356,14.278,335.27905,+,24009480.44,,,5,24009480.44,18619481.93,16122520.35,20995030.74,16418149.0,15787990.64,,False,,,,
357,14.278,417.33633,+,3111594.17,,,2,2699223.428,2142861.285,2879150.072,3111594.17,2721745.868,3062734.854,,False,,,,
358,14.28,249.11182,+,3566863.465,,,2,1457895.737,2139766.529,2245649.49,3061017.673,3566863.465,166958.7267,,False,,,,
359,14.291,426.13721,+,878539.3542,,,1,785726.4553,160529.0579,691851.9554,878539.3542,172720.4172,355096.1549,,False,,,,
360,14.294,500.27686,+,6318216.331,LysoPE 20:5,LysoPE,5,6318216.331,5960127.67,5440675.284,4152716.905,4692192.629,6080845.868,,True,20.0,5.0,20.0,5.0
361,14.294,275.10641,+,5106934.976,,,1,1995799.387,2637380.528,2068880.362,1973811.671,5106934.976,1788400.769,,False,,,,
362,14.295,398.32654,+,29750290.31,AC 16:1,AC,7,24914479.45,23928323.68,29750290.31,29468880.16,25078258.34,27081051.6,,True,16.0,1.0,16.0,1.0
363,14.298,386.28973,+,2459232.211,,,2,2459232.211,1984251.374,2184423.84,1792118.02,1513117.103,2139712.058,,False,,,,
364,14.3,564.31189,+,3037569.285,,,1,865718.5134,3037569.285,1043897.542,1863342.368,853607.1313,2336156.081,,False,,,,
365,14.301,656.31171,+,16309214.44,,,6,12850106.95,14584083.1,14976802.19,15137864.51,15917898.41,16309214.44,,False,,,,
366,14.301,780.36353,+,1255039.553,,,4,1255039.553,1097986.286,806347.2653,1066133.503,857792.197,1138840.242,,False,,,,
367,14.301,535.31439,+,1168042.799,,,2,1138732.609,1103602.82,1168042.799,1080443.244,670687.3558,749284.4136,,False,,,,
