Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,20211113_Ernie_nLipid_60min_r_1950_3.raw (F1),20211113_Ernie_nLipid_60min_r_1950_4.raw (F2),20211113_Ernie_nLipid_60min_r_1950_5.raw (F3),20211113_Ernie_nLipid_60min_15k_1950_1.raw (F4),20211113_Ernie_nLipid_60min_15k_1950_2.raw (F5),20211113_Ernie_nLipid_60min_15k_1950_3.raw (F6),
24.399,804.54913,+,2.7741105E8,PC 38:7,PC,6,2.06315575E8,1.517952436E8,2.330819632E8,2.555106885E8,2.62504523E8,2.7741105E8,
24.399,782.35693,+,3989754.215,,,1,2331341.344,1042639.629,3386190.855,3989754.215,3627463.015,1886290.886,
24.402,899.68317,+,1.008647242E7,,,1,9662641.943,8635122.237,1.008647242E7,7587830.458,9155592.344,9886519.503,
24.406,782.75861,+,1.187452005E7,,,2,1.177447562E7,6015561.354,1.039088594E7,6007110.935,9287050.564,1.187452005E7,
24.411,782.40192,+,8819111.123,,,2,6133147.55,4999215.038,8819111.123,6841593.265,6949208.088,3528174.704,
24.418,782.5722,+,6.127633894E10,PC 36:4,PC,6,5.8128454924E10,6.0968036163E10,5.6949716788E10,5.7453751079E10,5.7660963318E10,6.127633894E10,
24.427,782.73743,+,8786116.206,,,1,1628175.237,3113894.041,8786116.206,6892907.505,6460718.813,8662168.386,
24.427,781.58276,+,7234066.774,,,1,7234066.774,4648995.114,5453914.328,5408136.616,5903112.492,6142069.718,
24.428,536.16528,+,2.449282933E9,,,6,4.168601829E7,6.443206159E7,5.153239311E8,1.134350684E9,1.510287083E9,2.449282933E9,
24.43,503.10721,+,2.18076505E7,,,4,848762.8168,752910.6472,7487291.025,1.426159753E7,1.705764704E7,2.18076505E7,
24.438,782.71844,+,9822661.681,,,1,9498790.251,7045457.082,9179670.409,9822661.681,9132632.872,6242267.256,
24.446,1384.45154,+,5281922.378,,,1,2817638.031,2730062.508,2187781.168,5281922.378,4729257.651,1927973.07,
24.452,764.5235,+,2.359971943E8,PC 35:6,PC,6,2.331843751E8,1.871615632E8,2.109058316E8,1.884818265E8,2.013318602E8,2.359971943E8,
24.466,369.35168,+,3.856447612E9,,,6,3.856447612E9,3.196860545E9,2.543118979E9,2.113185285E9,1.798200053E9,2.265226576E9,
24.471,257.2262,+,1.368898054E7,,,1,1.368898054E7,1.007238751E7,8301912.395,6563911.337,6829492.191,7312070.652,
24.487,577.5191,+,4.090430977E7,Alkanyl-DG O-18:2_16:1,Alkanyl-DG,6,4.090430977E7,2.469859108E7,3.341819022E7,2.73122198E7,2.459925339E7,3.092956741E7,
24.488,854.56927,+,2.980814885E7,PC 42:10,PC,6,2.980814885E7,2.032049988E7,2.753428889E7,2.114299523E7,1.877027798E7,2.571954401E7,
24.489,837.54718,+,1.604055419E7,,,5,1.604055419E7,1.257743955E7,1.534035944E7,1.313815034E7,1.289853082E7,1.525796861E7,
24.49,738.64764,+,8.595129267E9,SM dd-936:2,SM,6,8.595129267E9,7.660854464E9,7.361960872E9,6.994199527E9,7.028714342E9,7.765812086E9,
24.499,716.56775,+,6246597.75,Plasmanyl-PC O-32:2,Plasmanyl-PC,2,6246597.75,4910406.285,4454794.182,4054425.219,4277074.672,4958906.677,
24.502,808.58667,+,2.3939866486E10,PC 38:5,PC,6,2.3939866486E10,2.205616822E10,2.3059815566E10,2.2938965127E10,2.201392407E10,2.3649817534E10,
24.504,820.5835,+,2.344554495E8,PC 39:6,PC,6,2.20853037E8,2.287562248E8,2.014554856E8,2.044790479E8,2.04491017E8,2.344554495E8,
24.505,679.44836,+,7700421.911,,,2,7700421.911,7344929.312,4803647.184,4328536.618,4326545.167,4040637.261,
24.506,760.62921,+,8.108691982E7,Plasmanyl-PC O-35:1,Plasmanyl-PC,6,6.292395925E7,5.942745481E7,6.587013926E7,7.668841098E7,8.108691982E7,7.866242802E7,
24.514,766.57489,+,5.843127185E7,Plasmanyl-PC O-36:5,Plasmanyl-PC,1,5.398758849E7,5.843127185E7,4.931285051E7,5.743757744E7,4.990023491E7,5.302867958E7,
24.522,202.27089,+,1.028412194E7,,,1,9125658.161,7888435.989,9149590.979,9312868.502,9085814.388,1.028412194E7,
24.522,860.61566,+,6855147.782,PC 42:7,PC,2,6627142.938,6624410.174,6735771.283,4858407.512,5233678.026,6855147.782,
24.523,776.0329,+,1.090229085E7,,,1,7505174.12,1.090229085E7,9206562.998,5188357.39,8610745.188,2827757.655,
24.524,884.61572,+,4783185.729,PC 44:9,PC,1,4776433.955,4783185.729,3496282.439,3834734.079,3274207.651,4334898.861,
24.525,790.53784,+,3.758843346E7,PC 37:7,PC,6,3.758843346E7,2.870630416E7,3.521446022E7,3.23060322E7,2.958838955E7,3.450384477E7,
24.527,818.60358,+,5.428178437E7,Plasmanyl-PC O-40:7,Plasmanyl-PC,3,5.428178437E7,4.68229412E7,4.469362868E7,4.533589125E7,4.333666093E7,5.000750185E7,
24.538,846.54004,+,4650061.52,,,1,1016731.719,1297294.06,1781396.693,2914333.15,4650061.52,3292979.424,
24.539,818.27783,+,3583816.677,,,2,2931130.614,3009135.813,2915844.552,2515753.32,3583816.677,2827839.499,
24.54,830.56567,+,1.662679429E8,PC 40:8,PC,6,9.466185184E7,9.497109923E7,1.331329497E8,1.306099723E8,1.547608017E8,1.662679429E8,
24.543,802.59814,+,2.823468562E7,PC[OH] OH-36:2,PC[OH],6,2.496071049E7,2.236211437E7,2.622859225E7,2.647463076E7,2.406280694E7,2.823468562E7,
24.55,748.52747,+,3.581896481E7,,,6,3.581896481E7,2.907793235E7,2.776159491E7,2.808131236E7,3.147360899E7,3.01097095E7,
24.561,834.60376,+,9.078528769E8,PC 40:6,PC,4,6.499706811E8,5.811457162E8,7.283908004E8,5.855972594E8,8.170014242E8,9.078528769E8,
24.568,788.29547,+,1.341900198E7,,,6,1.341900198E7,8372180.833,9590109.702,6282024.856,5298271.372,6210336.78,
24.571,536.16541,+,8.82531296E7,,,1,1.073660453E7,8186591.414,5.933965218E7,1.807125787E7,2.057554788E7,8.82531296E7,
24.573,676.99939,+,9872316.668,,,4,9872316.668,2951523.791,8386138.612,2479919.712,3371650.286,6737064.348,
24.574,729.59198,+,2.22421421E9,SM d36:2,SM,6,1.871846483E9,1.701029528E9,2.058711126E9,2.149475866E9,2.059195901E9,2.22421421E9,
24.574,732.55524,+,1.511452428E9,PC 32:1,PC,6,1.484378564E9,1.350889989E9,1.405036982E9,1.437027774E9,1.369170397E9,1.511452428E9,
24.575,826.59454,+,1.678826732E7,PC[OH] OH-38:4,PC[OH],6,1.468657024E7,1.299207203E7,1.545276859E7,1.375081224E7,1.259134804E7,1.678826732E7,
24.576,904.59033,+,1.004405837E9,PI 38:4,PI,12,8.484407163E8,7.176283833E8,8.9762355E8,8.870978177E8,8.337117256E8,1.004405837E9,
24.576,880.5907,+,1.913818754E7,PI 36:2,PI,11,1.557226319E7,1.521966502E7,1.661873618E7,1.591934845E7,1.676146105E7,1.913818754E7,
24.579,751.57263,+,3.220242651E7,SM d38:5,SM,6,2.279678066E7,2.124990695E7,2.806642224E7,3.112970653E7,3.107067948E7,3.220242651E7,
24.581,909.54565,+,4.294710764E7,,,6,4.220969134E7,3.86952995E7,4.130195463E7,4.116723317E7,3.976368301E7,4.294710764E7,
24.584,583.42773,+,8257026.403,,,3,8257026.403,6774416.267,5373514.705,1321891.739,1608311.291,987934.6653,
24.587,960.65308,+,2410149.595,,,1,2350895.639,2177282.061,2261626.99,1838976.191,2109649.448,2410149.595,
24.591,796.5863,+,3.052634261E7,PC 37:4,PC,1,2.063757447E7,1.916435047E7,1.840219699E7,2.570007039E7,2.718237172E7,3.052634261E7,
24.592,943.48334,+,3071668.254,,,1,3071668.254,2081293.611,2481600.994,2121445.83,1911967.302,2017586.427,
24.601,744.55603,+,2.63285785E7,PC 33:2,PC,2,2.180242424E7,1.827950483E7,2.63285785E7,8701262.635,2.162415019E7,1.781713202E7,
24.602,742.57721,+,7.211315189E7,Plasmanyl-PC O-34:3,Plasmanyl-PC,2,7.195548516E7,4.788415359E7,7.211315189E7,5.917632252E7,5.864839993E7,6.740770493E7,
24.603,782.5722,+,8.920927395E9,PC 36:4,PC,5,8.015492229E9,1.209600343E9,8.495142915E9,7.856020123E9,7.566970014E9,8.920927395E9,
24.603,740.5603,+,6.680380167E7,Plasmanyl-PC O-34:4,Plasmanyl-PC,4,5.789051784E7,6.165996188E7,5.392059509E7,6.355626493E7,4.545436988E7,6.680380167E7,
24.605,703.57513,+,8.326016591E8,SM d34:1,SM,6,6.131498404E8,6.693545803E8,7.086148328E8,7.520122527E8,7.343189304E8,8.326016591E8,
24.606,369.12479,+,1.877759694E7,,,3,1678137.576,1.461391377E7,4918362.983,1771278.948,2209702.27,1.877759694E7,
24.607,792.58856,+,1.627012572E8,Plasmanyl-PC O-38:6,Plasmanyl-PC,6,1.236886618E8,1.093977095E8,1.627012572E8,1.076683146E8,1.099773909E8,1.408988895E8,
24.611,415.35706,+,1.156892851E7,,,1,1.156892851E7,4865091.421,4854779.166,5223368.615,4254904.278,4359100.745,
24.612,661.95166,+,5830711.734,,,1,2119330.734,5830711.734,2450503.714,1463175.613,1972272.159,1755526.117,
24.612,244.01114,+,2405348.127,,,1,2405348.127,1638527.614,2008704.003,695848.8252,1211170.676,1498089.48,
24.613,776.58295,+,1.243860247E7,PC[OH] OH-34:1,PC[OH],1,1.086173022E7,1.130089784E7,1.085345302E7,1.243860247E7,1.0952617E7,8834066.082,
24.614,580.49353,+,5009809.297,DG 14:1_18:2,DG,2,5009809.297,4346530.289,3378747.378,2954158.912,2535035.311,2833554.072,
24.616,739.59808,+,1.213270142E7,,,1,7995763.804,7846647.704,1.213270142E7,8595125.82,8551233.833,1.002766613E7,
24.616,663.94836,+,3098031.269,,,1,1429133.026,3098031.269,1180380.816,1091374.531,1382390.801,1114956.205,
24.619,832.58514,+,1.336326217E8,PC 40:7,PC,6,1.269844794E8,1.005006022E8,1.32717504E8,1.085842475E8,1.077328002E8,1.336326217E8,
24.62,930.6062,+,2.122227356E7,PI 40:5,PI,11,1.923871818E7,1.714203812E7,2.122227356E7,2.029234977E7,2.058303988E7,2.113796623E7,
24.622,768.59064,+,3.686345265E7,Plasmanyl-PC O-36:4,Plasmanyl-PC,1,1.662806723E7,1.414088244E7,1.637813536E7,1.52168886E7,1.557538458E7,3.686345265E7,
24.622,338.34177,+,1.542132819E7,,,1,1.264476437E7,1.447862123E7,1.438142346E7,1.542132819E7,1.14067253E7,9878430.057,
24.622,530.40082,+,5687636.711,,,1,5687636.711,4565811.918,1296947.07,4831785.237,3956352.643,4762913.61,
24.622,689.56024,+,4687445.537,SM d33:1,SM,2,3993303.869,3335957.287,4687445.537,3704888.461,4139261.363,3579227.133,
24.622,695.01031,+,4416088.071,,,1,1937737.623,4129759.12,2403438.238,4416088.071,1876934.439,2288475.842,
24.63,620.90088,+,1625223.182,,,1,1316261.607,1625223.182,1005334.467,1103038.588,1223941.968,805815.6269,
24.637,754.57642,+,8.907608285E7,Plasmanyl-PC O-35:4,Plasmanyl-PC,6,8.471522999E7,6.967288935E7,7.745628068E7,7.727301272E7,7.493913053E7,8.907608285E7,
24.638,852.61017,+,1.195825845E7,PC[OH] OH-40:5,PC[OH],6,1.103749978E7,8436477.285,1.095274563E7,8786223.82,9578845.395,1.195825845E7,
24.647,822.59991,+,3542751.607,,,2,3542751.607,2237159.242,1426654.809,1716645.223,2062460.786,2117980.999,
24.652,722.51263,+,3.165843703E7,PE O-36:5,Plasmenyl-PE,6,2.923391862E7,3.165843703E7,2.557507436E7,2.939998574E7,3.106827976E7,2.512857221E7,
24.656,597.44287,+,1670645.997,,,1,1670645.997,792775.9317,1157112.092,772992.8129,724018.2723,887423.5486,
24.659,778.57617,+,1.792493431E7,,,2,1.282521848E7,1.264301426E7,9565542.504,9864709.735,1.029011225E7,1.792493431E7,
24.659,537.16547,+,1.423027608E7,,,1,5826705.74,4714563.265,9898233.556,5277937.35,6051767.237,1.423027608E7,
24.691,1391.51831,+,7609871.467,,,2,3725333.021,7609871.467,4440923.542,6572406.447,7447138.491,6226171.495,
24.702,758.82391,+,2.576467344E7,,,2,1.05774239E7,2.576467344E7,1.003979693E7,2.245357147E7,2.245106176E7,1.6927047E7,
24.714,759.03711,+,1.236459835E7,,,1,1.236459835E7,9748994.066,7729144.35,7462738.411,9284028.068,9175214.253,
24.717,774.07562,+,6030122.074,,,1,4703426.254,5177102.786,5368544.379,3720623.716,3899833.134,6030122.074,
24.72,761.07275,+,7519772.864,,,1,4576460.65,4772442.217,2540306.765,5984889.499,7519772.864,2299915.847,
24.723,765.66986,+,7785436.094,,,1,7785436.094,5821392.472,5316870.334,5025817.145,4691839.954,3096397.931,
24.727,767.02515,+,7400441.757,,,1,7400441.757,5095094.426,5537298.291,4925813.647,4008469.127,5403178.123,
24.727,722.98389,+,5213670.534,,,1,3943326.08,4724701.94,5213670.534,3499028.867,3443439.99,4499827.666,
24.728,758.74475,+,1.865462321E7,,,2,1.865462321E7,1.755608973E7,1.773475256E7,1.176623462E7,1.174741697E7,8665187.022,
24.728,758.20074,+,1.010517134E7,,,1,5494198.635,7397743.345,1.010517134E7,8840005.977,8853308.33,9405395.536,
24.729,766.43817,+,8144800.067,,,1,5860415.728,2226555.626,8144800.067,5190597.196,3945126.274,6335725.63,
24.73,790.57141,+,2.498066977E8,Plasmanyl-PC O-38:7,Plasmanyl-PC,6,1.960365955E8,1.632512709E8,2.054178124E8,2.498066977E8,1.772792016E8,2.125375824E8,
24.73,764.39758,+,7584255.961,,,1,7584255.961,5600920.483,3882827.67,5431422.992,4241323.744,4441401.722,
24.73,766.90546,+,7317288.652,,,1,7317288.652,5607017.409,5736699.471,4353959.976,4830128.299,6125668.253,
24.73,722.92126,+,5937945.696,,,1,4574751.721,5237013.324,5309490.345,4399841.153,3273366.994,5937945.696,
24.732,758.06091,+,8283709.573,,,1,7157397.571,5155302.034,7625873.115,7567002.093,8283709.573,4719586.049,
24.733,728.45215,+,8729029.05,,,1,8729029.05,2832547.758,5177406.585,3258634.698,4018957.51,4422750.544,
24.734,758.69464,+,3.044160393E7,,,2,2.787569505E7,2.078608846E7,1.243991348E7,2.896901915E7,3.044160393E7,1.900238507E7,
24.734,767.12775,+,7377868.694,,,1,7377868.694,6968929.957,4668014.392,5222818.005,4261602.26,6594210.005,
24.734,764.26715,+,6909224.554,,,1,4891358.654,6909224.554,6486240.507,6410500.571,4874946.357,2446263.553,
24.735,762.77203,+,7720278.824,,,1,6605253.12,5790383.653,3264615.622,6379437.259,3839415.184,7720278.824,
24.736,763.79218,+,2.714216455E7,,,3,2.261747103E7,1.887800756E7,2.714216455E7,2.096106652E7,1.808215004E7,2.540814579E7,
24.736,758.91901,+,1.279883068E7,,,1,6523661.531,5595383.822,9594669.261,1.13953595E7,1.014356926E7,1.279883068E7,
24.737,767.09363,+,7321768.467,,,1,7321768.467,5600455.041,6225582.411,5064589.227,4015187.467,5545345.811,
24.737,717.13873,+,5669062.331,,,1,5471379.494,3693702.0,5138629.247,4400227.671,5669062.331,5477740.588,
24.738,725.88348,+,1.004243409E7,,,1,1.004243409E7,2474774.065,4970655.048,3753606.109,3468225.268,5384302.007,
24.739,764.77209,+,7407269.26,,,1,7407269.26,5961247.877,2311815.172,6004337.064,4160922.525,6532582.333,
24.739,768.21826,+,6848236.564,,,1,6759086.404,6848236.564,4991388.207,4938974.453,3851218.278,5128388.715,
24.741,753.40485,+,4.894417859E7,,,1,2.072966223E7,1.920152575E7,1.889605045E7,4.894417859E7,3.717866617E7,2.833236398E7,
24.741,758.44208,+,2.790376234E7,,,3,2.210991825E7,2.193229849E7,2.790376234E7,8941910.382,2.353414069E7,2.761963127E7,
24.741,759.12634,+,2.234963183E7,,,1,1.923824268E7,1.707561492E7,1.895049853E7,1.971953291E7,2.234963183E7,2.157172547E7,
24.743,759.95819,+,7494914.33,,,1,6833529.373,5290768.101,7494914.33,7329969.254,5838014.328,6855726.828,
24.744,758.56207,+,9.428415752E9,,,1,7.255931677E9,7.426272964E9,8.42629431E9,9.428415752E9,8.324005341E9,7.251173519E9,
24.744,757.92645,+,7943679.403,,,1,3577964.65,5676131.095,2628517.631,6748456.359,7943679.403,5832979.565,
24.744,719.5625,+,6735688.85,,,1,6633470.011,3828166.168,5148338.405,4584913.919,3198389.869,6735688.85,
24.745,758.26813,+,1.269507155E7,,,1,1.037698567E7,1.269507155E7,8976072.893,1.206728973E7,9244742.213,9347050.22,
24.745,767.84692,+,7331018.386,,,1,7331018.386,5819199.962,5560378.63,5090551.106,3882645.55,6097606.476,
24.745,716.09344,+,6827019.388,,,2,3729290.103,3645545.968,5068329.533,3594866.485,3942860.998,6827019.388,
24.745,725.90955,+,6135444.775,,,1,4430601.315,2765798.003,6135444.775,3109682.062,4347224.065,5999950.034,
24.746,720.66205,+,1.023025324E7,,,1,1.023025324E7,3374589.816,5194947.916,4145521.833,3094578.887,6304433.306,
24.746,753.49908,+,8022580.408,,,1,8022580.408,3703642.907,7451133.629,5994009.998,6330986.043,7321978.997,
24.747,762.55151,+,7929090.559,PC[OH] OH-33:1,PC[OH],2,7929090.559,5698625.258,4323463.537,3458769.056,4954208.965,6753589.423,
24.747,764.32928,+,6415119.387,,,1,4174971.042,6415119.387,3744944.293,5087607.408,3972885.603,2205094.616,
24.748,758.09418,+,1.097946112E7,,,1,1.086097365E7,7611117.902,4763623.356,8702324.611,1.097946112E7,7047445.025,
24.748,768.28113,+,7468808.134,,,1,7468808.134,5976386.328,5515208.296,5056570.146,3883848.245,6434679.142,
24.748,716.03687,+,5574622.696,,,1,5563589.463,3414447.36,5574622.696,4573514.397,4900129.778,5250532.558,
24.749,768.1554,+,7566058.137,,,1,7063190.629,5371727.038,7566058.137,4185366.331,3850844.659,2656921.409,
24.751,758.72253,+,3.088833362E7,,,2,2.22918703E7,1.805189886E7,2.247747716E7,2.881310134E7,3.088833362E7,1.704785885E7,
24.751,770.10211,+,7214220.672,,,1,7214220.672,3117932.361,5738739.015,5242218.685,3832884.649,4752214.484,
24.751,770.01605,+,6977810.464,,,1,6614607.38,6977810.464,5742052.637,5183761.743,3753232.299,6270807.212,
24.752,758.57172,+,1.24201E11,,,6,1.24201E11,8.6324263616E10,8.8748645521E10,8.3451585708E10,1.10056E11,9.6267572404E10,
24.752,756.58282,+,2.594376389E7,,,2,1.75047609E7,1.634135393E7,8645206.756,1.44208478E7,2.594376389E7,1.202104446E7,
24.752,758.4306,+,1.3785028E7,,,1,9713317.317,1.3785028E7,9728502.674,1.343735347E7,1.23696857E7,1.245240577E7,
24.752,771.49225,+,7006568.123,,,1,7006568.123,6729904.624,6768560.852,3610196.545,3696320.653,6395506.236,
24.752,763.92084,+,6646706.387,,,1,5879532.286,6646706.387,6449979.6,6194996.086,3896030.751,5568887.283,
24.753,752.47284,+,7957929.06,,,1,7474872.424,2857090.658,7957929.06,5956172.719,6995281.582,6859033.282,
24.753,755.28992,+,7661456.468,,,1,5539419.762,2871498.242,5809751.198,6260434.742,7661456.468,5611715.675,
24.753,761.69275,+,6870243.462,,,1,3907993.81,6314858.325,5813797.679,6090728.103,6559993.345,6870243.462,
24.753,771.34271,+,6736181.723,,,1,4750257.636,3213147.697,6736181.723,4344078.518,4000987.175,4869183.086,
24.753,768.17822,+,6643350.47,,,1,4781812.29,6176106.966,6261031.402,4954956.067,3773173.04,6643350.47,
24.754,770.26849,+,7407635.914,,,1,6792539.486,7407635.914,6383182.149,3552314.496,3795364.14,6499124.235,
24.754,770.31439,+,7226104.04,,,1,7226104.04,3112152.055,5586297.266,3717033.671,3729358.869,6214540.092,
24.754,766.71161,+,6766030.26,,,1,5879361.885,5960116.717,6766030.26,5232765.78,4836776.933,5702199.778,
24.754,724.55713,+,6600509.558,,,1,6600509.558,3660423.638,5406709.154,3554508.652,3764050.772,4968579.879,
24.754,761.39984,+,6224515.572,,,1,2615467.579,4178051.765,2705750.495,6224515.572,6221113.56,4919803.165,
24.754,722.15503,+,5812577.981,,,1,5812577.981,5743045.355,5394524.464,4256136.533,3939342.415,5158740.642,
24.755,772.99561,+,1.038836457E7,,,1,5086459.606,3004924.419,1.038836457E7,3669636.025,3900926.807,4845870.854,
24.755,758.1449,+,9903475.418,,,1,9420477.761,6698596.18,9447469.54,9903475.418,9259844.997,5585039.32,
24.755,769.45428,+,7214727.802,,,1,7214727.802,5649969.419,6343517.464,4078326.37,3931756.945,6002480.671,
24.755,770.81396,+,7068899.68,,,1,7068899.68,3057492.498,6068566.884,3750158.078,3876545.136,5504198.549,
24.755,770.86578,+,6121113.024,,,1,6069142.849,3078509.886,6121113.024,3589793.341,3920875.384,5987467.011,
24.755,774.20856,+,5691668.822,,,1,4831323.186,2820651.357,5691668.822,3304222.048,3918123.264,4918803.346,
24.756,756.56232,+,1.541996539E7,PC 34:3,PC,1,8452532.069,6255034.023,1.541996539E7,8741123.929,8607554.42,7795400.644,
24.756,716.70068,+,6781925.514,,,1,3554090.947,3840962.685,3873308.054,3736309.519,4768893.251,6781925.514,
24.756,725.89905,+,5642966.296,,,1,5011295.582,2897710.081,5367406.875,3026297.54,3399104.737,5642966.296,
24.757,769.68927,+,7257765.511,,,1,7257765.511,2323469.366,5979939.415,3607324.846,3744334.453,6262814.477,
24.757,770.75098,+,7116904.72,,,1,7116904.72,6653675.674,5234525.571,3491672.797,4115750.533,5437667.06,
24.757,761.7157,+,5371759.024,,,1,2268045.53,5039406.75,4557957.839,4984529.669,5371759.024,4436808.625,
24.758,768.20703,+,7232700.269,,,1,7232700.269,6837372.152,3723447.823,4061607.824,3859619.725,6023412.655,
24.758,754.71631,+,6804906.764,,,1,6780179.577,3429981.262,6335783.985,6450474.082,6804906.764,6026435.332,
24.759,758.7337,+,2.412320267E7,,,2,1.545641343E7,2.412320267E7,1.705460139E7,2.144622773E7,1.67708867E7,1.397336293E7,
24.76,760.05371,+,7810705.255,,,2,6072965.757,4810590.652,4651970.499,7810705.255,7489694.806,7601673.246,
24.76,763.50201,+,6625569.431,,,1,4468777.499,5712185.171,6625569.431,5239478.307,4569407.582,4036095.359,
24.761,757.83685,+,8203991.493,,,1,3920329.213,7344302.111,4634720.289,8203991.493,7005893.204,8050456.602,
24.761,770.36029,+,7365164.092,,,1,7365164.092,4396221.628,6712941.127,3645113.857,3984051.717,6283236.547,
24.761,764.2442,+,5674178.294,,,1,4177105.236,5674178.294,3495970.247,3935177.574,4976139.693,2503093.891,
24.762,765.60162,+,7763683.931,,,1,7763683.931,6772490.958,4128358.976,5153909.538,5139646.301,6584231.443,
24.762,709.49896,+,6060602.859,,,1,4200950.243,2887794.078,6060602.859,5069153.419,3971136.503,2226453.171,
24.762,713.56433,+,5221790.716,,,1,2087610.377,2834596.99,2874792.931,2656944.57,5221790.716,2069688.107,
24.763,719.71271,+,5940579.819,,,1,5940579.819,3372267.717,5505453.017,4047534.019,5429761.061,4830719.737,
24.763,717.18005,+,5619863.962,,,1,5170264.511,3286072.563,4766956.339,5090032.925,5399019.23,5619863.962,
24.764,716.05737,+,6307581.484,,,1,6307581.484,3682101.41,4020408.51,3215382.707,5238166.465,5351874.787,
24.764,715.82611,+,5317015.684,,,1,5317015.684,2976662.481,4832479.076,4523556.585,5076152.914,5275726.859,
24.765,767.38446,+,7461563.115,,,1,7461563.115,6238888.875,4647858.058,4991332.595,3856310.022,5262081.406,
24.765,765.04462,+,6387201.405,,,1,4431981.852,5733320.624,5213398.75,4212388.505,3786411.676,6387201.405,
24.765,714.76813,+,5709051.954,,,1,3345284.012,3513234.141,5326772.032,4823859.862,4898812.124,5709051.954,
24.765,715.01447,+,5584359.343,,,1,3216273.842,3978767.06,4918469.966,4422527.347,4908286.067,5584359.343,
24.765,713.88159,+,5105029.703,,,1,2250985.582,3751732.113,3845879.961,5105029.703,4798673.181,3908985.651,
24.766,769.87842,+,7031559.313,,,1,5075091.801,7031559.313,6155659.109,3763334.387,3804200.492,6126809.084,
24.766,764.94275,+,6789369.256,,,1,3801176.802,5651691.367,6789369.256,5059651.621,4822491.355,3789344.315,
24.766,715.84662,+,5993564.525,,,1,2749501.11,3490853.217,5993564.525,4818151.166,4620221.28,5472043.059,
24.767,720.85956,+,5910376.957,,,1,5910376.957,3841162.743,5237052.045,4108938.006,3509984.132,5117948.443,
24.768,758.41431,+,2.209473139E7,,,1,1.932187877E7,2.012682904E7,1.685910422E7,1.257054355E7,1.999408821E7,2.209473139E7,
24.768,758.39771,+,1.552739995E7,,,1,1.410787272E7,1.187955513E7,1.209187898E7,1.552739995E7,1.125748124E7,1.46947469E7,
24.768,716.41772,+,6023722.95,,,1,5563689.432,3298065.575,4786081.181,4469788.717,4578595.152,6023722.95,
24.768,714.62976,+,5601271.68,,,1,5418221.987,3460220.184,3046335.644,3554235.97,3939779.911,5601271.68,
24.771,717.27826,+,5113268.248,,,1,2123485.743,3781551.336,5113268.248,4072695.916,4255958.853,4799298.133,
24.773,730.15436,+,5146643.428,,,1,3883451.764,2919865.859,5146643.428,3315831.63,4159268.697,4775589.925,
24.774,753.11603,+,5938088.159,,,1,2732758.183,2918356.777,2502576.938,3655540.321,5938088.159,863596.3713,
24.774,715.08624,+,4443861.165,,,1,3166567.948,3538061.703,2987742.452,4443861.165,3505404.411,2655739.73,
24.777,759.21088,+,8086736.643,,,1,2600240.245,3731570.207,4720708.504,8086736.643,5937852.32,3111043.43,
24.777,726.04095,+,5170505.87,,,1,4185438.242,4379242.919,5170505.87,3201982.208,3435654.139,4114614.281,
24.779,717.22137,+,6684766.932,,,1,3074173.146,4154632.901,5172586.195,5332385.043,5325326.421,6684766.932,
24.781,718.20715,+,4987387.948,,,1,3343037.595,3549849.522,4987387.948,4704574.308,2825151.29,4775027.395,
24.789,759.93555,+,9219428.849,,,1,4471241.402,9219428.849,4043595.987,4700452.492,7706981.057,3729345.731,
24.797,759.24988,+,1.026142705E7,,,1,5062027.331,7567449.677,4326208.481,9802712.998,8908013.93,1.026142705E7,
24.806,781.6203,+,2.214192098E7,SM d40:4,SM,3,1.485813669E7,1.203208373E7,2.214192098E7,1.518997021E7,1.210837671E7,1.792204668E7,
24.828,661.52747,+,8729392.753,,,2,7958366.18,6659395.256,6963373.934,8104356.548,7608128.208,8729392.753,
24.841,805.62006,+,7255543.687,SM d42:6,SM,1,4989143.314,6997308.216,5498530.476,5198577.035,7255543.687,5731310.775,
24.843,820.5835,+,2.389465225E8,PC 39:6,PC,6,2.152498655E8,1.892994145E8,1.982302777E8,1.847122471E8,1.909997193E8,2.389465225E8,
24.848,647.45844,+,5.413958127E7,,,6,5.413958127E7,4.891082445E7,3.343678724E7,3.376506042E7,2.75556063E7,3.254805591E7,
24.849,720.55402,+,6.4653544E7,PC 31:0,PC,6,5.645257398E7,5.26930145E7,5.236778286E7,5.881018008E7,6.004563879E7,6.4653544E7,
24.849,583.42712,+,1.308242868E7,,,4,1.104622982E7,1.308242868E7,7792115.442,8286682.995,5493163.256,4995330.754,
24.859,784.58563,+,2.8766500436E10,PC 36:3,PC,7,2.8766500436E10,2.3769657538E10,2.4798304543E10,2.2961631144E10,2.3296816626E10,2.6275507829E10,
24.861,784.758,+,3737008.016,,,1,2793252.226,3737008.016,2239983.959,2423549.452,2775790.021,2467302.583,
24.87,816.58649,+,1.052880786E8,Plasmanyl-PC O-40:8,Plasmanyl-PC,6,1.036430393E8,1.02079032E8,9.658526283E7,1.052880786E8,9.903617113E7,1.017245465E8,
24.886,729.59198,+,4.549882934E8,SM d36:2,SM,4,3.90702399E8,4.113763794E8,3.863457147E8,4.217931109E8,4.297529194E8,4.549882934E8,
