Retention Time (min),Quant Ion,Polarity,Area (max),Identification,Lipid Class,Features Found,Filter Status,20210729_AJ_Toh_RatBloodGlucose_ExtractionBlank.raw (F1),20210729_AJ_Toh_RatBloodGlucose_SolventBlank.raw (F2),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210322_8wk_FBG.raw (F3),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210325_8wk_RBG.raw (F4),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210329_9wk_FBG.raw (F5),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210401_9wk_RBG.raw (F6),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210405_10wk_FBG.raw (F7),20210729_AJ_Toh_RatBloodGlucose_T1060M_20210408_10wk_RBG.raw (F8),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210322_8wk_FBG.raw (F9),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210325_8wk_RBG.raw (F10),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC1.raw (F11),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC2.raw (F12),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210329_9wk_FBG_QC3.raw (F13),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210401_9wk_RBG.raw (F14),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210405_10wk_FBG.raw (F15),20210729_AJ_Toh_RatBloodGlucose_T1062M_20210408_10wk_RBG.raw (F16),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210322_8wk_FBG.raw (F17),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210325_8wk_RBG.raw (F18),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210329_9wk_FBG.raw (F19),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210401_9wk_RBG.raw (F20),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210405_10wk_FBG.raw (F21),20210729_AJ_Toh_RatBloodGlucose_T1074M_20210408_10wk_RBG.raw (F22),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210322_8wk_FBG.raw (F23),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210325_8wk_RBG.raw (F24),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210329_9wk_FBG.raw (F25),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210401_9wk_RBG.raw (F26),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210405_10wk_FBG.raw (F27),20210729_AJ_Toh_RatBloodGlucose_T1076M_20210408_10wk_RBG.raw (F28),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210322_8wk_FBG.raw (F29),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210325_8wk_RBG.raw (F30),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210329_9wk_FBG.raw (F31),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210401_9wk_RBG.raw (F32),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210405_10wk_FBG.raw (F33),20210729_AJ_Toh_RatBloodGlucose_T1082M_20210408_10wk_RBG.raw (F34),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210327_8wk_FBG.raw (F35),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210330_8wk_RBG.raw (F36),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210402_9wk_FBG.raw (F37),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210406_9wk_RBG.raw (F38),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210410_10wk_FBG.raw (F39),20210729_AJ_Toh_RatBloodGlucose_T1091M_20210413_10wk_RBG.raw (F40),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210327_8wk_FBG.raw (F41),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210330_8wk_RBG.raw (F42),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210402_9wk_FBG.raw (F43),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210406_9wk_RBG.raw (F44),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210410_10wk_FBG.raw (F45),20210729_AJ_Toh_RatBloodGlucose_T1092M_20210413_10wk_RBG.raw (F46),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210327_8wk_FBG.raw (F47),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210330_8wk_RBG.raw (F48),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210402_9wk_FBG.raw (F49),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210406_9wk_RBG.raw (F50),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210410_10wk_FBG.raw (F51),20210729_AJ_Toh_RatBloodGlucose_T1093M_20210413_10wk_RBG.raw (F52),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210327_8wk_FBG.raw (F53),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210330_8wk_RBG.raw (F54),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210402_9wk_FBG.raw (F55),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210406_9wk_RBG.raw (F56),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210410_10wk_FBG.raw (F57),20210729_AJ_Toh_RatBloodGlucose_T1101M_20210413_10wk_RBG.raw (F58),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210327_8wk_FBG.raw (F59),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210330_8wk_RBG.raw (F60),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210402_9wk_FBG.raw (F61),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210406_9wk_RBG.raw (F62),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210410_10wk_FBG.raw (F63),20210729_AJ_Toh_RatBloodGlucose_T1102M_20210413_10wk_RBG.raw (F64),20210729_AJ_Toh_RatBloodGlucose_Water_R1.raw (F65),20210729_AJ_Toh_RatBloodGlucose_Water_R2.raw (F66),20210729_AJ_Toh_RatBloodGlucose_Water_R3.raw (F67),
15.341,944.77094,+,2.704439497E7,TG 16:0_20:4_22:6,TG,123,,18609.10071,30107.46465,1.2363785E7,2019991.823,1.131581645E7,2000428.68,7111491.155,2274791.511,9523496.763,5739608.71,1559497.422,1.157581319E7,1.18711406E7,4069010.418,9341403.434,858507.2518,7314313.826,1333524.357,8004289.086,1082574.014,6081387.925,849501.4553,2.704439497E7,1.463434327E7,2.212224731E7,1.919535242E7,6207841.041,1.279078995E7,1.514939556E7,6640696.418,5848971.115,9546331.396,4855501.415,5903582.003,5824991.859,544312.8541,6123607.387,905657.2864,4666886.903,140809.9606,5371202.906,1187512.282,9052248.165,151923.3152,9680848.93,442466.564,6277112.097,948599.8051,6233939.911,1804765.807,7213334.305,951672.8852,1.261529204E7,1930889.658,7620471.672,3584651.954,1.007383352E7,2866235.633,1.207722643E7,3976915.049,1.504742705E7,4195563.547,9738048.82,4791637.378,12025.93256,12749.1955,14021.52897,
15.365,941.69824,+,1.263101667E7,,,61,Adduct of existing identified peak,26154.8447,42315.643,6737222.456,4880199.199,6455537.753,4792526.219,4873387.96,5903703.146,1.092816927E7,1.017136492E7,3899378.562,7195845.739,6259570.629,7859530.902,6344289.43,3762651.432,6922714.217,4805395.052,7221148.713,4598418.542,4857320.11,4550603.137,9956622.057,5710273.878,9763203.457,1.263101667E7,2944334.885,8722109.48,7107238.358,7168448.982,4561124.267,9071130.631,3774213.498,7970565.546,4633767.116,2626038.281,6194817.414,4058118.754,4682003.719,1879355.471,4663627.778,4018444.958,5460540.268,2346484.052,5181321.431,2809588.389,4850323.917,4347441.124,4868842.155,6222852.085,6202175.275,4178132.898,7364058.042,6042303.689,4059561.584,7238742.203,5930014.683,4726142.401,6598072.642,7814374.256,5640749.046,7935558.356,1.005982544E7,6815183.799,18243.04557,18898.17653,28828.36654,
15.367,920.76965,+,1.754257882E8,TG 56:8,TG,126,,21680.82704,35077.17776,5.037226194E7,1.890398769E7,5.492854384E7,2.244402832E7,3.076223343E7,2.554403017E7,3.999221492E7,7.491244863E7,9379344.286,5.706566676E7,5.997912494E7,3.586781116E7,4.503647659E7,1.269309817E7,4.321713028E7,1.954689612E7,4.824348506E7,1.899982041E7,2.92987392E7,1.953876749E7,9.912486483E7,1.096549528E8,1.030659298E8,1.754257882E8,3.276953256E7,8.38549682E7,5.838467139E7,4.941872746E7,2.420100377E7,9.388654807E7,1.809087058E7,4.982877794E7,2.887953694E7,7045517.797,4.727891177E7,1.405351987E7,3.103736401E7,4285367.366,2.688096431E7,1.462398939E7,3.559901164E7,7104036.892,3.406725362E7,7655063.823,2.914526728E7,1.42762963E7,3.136698334E7,3.155887587E7,3.928192746E7,1.471394491E7,4.489562185E7,2.175819123E7,3.489964399E7,3.291060436E7,5.082974354E7,2.1648317E7,5.413685566E7,4.208649405E7,5.039185007E7,4.912368733E7,5.517461033E7,3.749714448E7,15122.41117,15665.47618,23897.01931,
15.367,925.72406,+,4.129467745E7,TG 18:2_18:1_20:5,TG,64,Redundant Identification,22701.46034,36728.44944,1.452747293E7,7469979.244,1.443504968E7,8537600.629,1.437659228E7,9939400.802,1.3567018E7,2.426972069E7,7174834.53,1.744209556E7,1.900333875E7,1.373097503E7,1.373686422E7,5617762.217,1.370231497E7,7953461.768,1.522654266E7,7567364.032,1.011957811E7,7678789.12,2.575768962E7,2.99586917E7,2.774750759E7,4.129467745E7,1.47435116E7,2.303382553E7,1.694968076E7,1.685654712E7,8675352.528,2.362012392E7,6760015.527,1.631170209E7,9443612.447,3246553.858,1.387993061E7,6249689.048,1.038985842E7,2113826.093,9400716.772,5974779.775,1.108083167E7,3822463.824,1.119728211E7,3659004.538,9705127.346,6609969.966,1.059142706E7,1.136752867E7,1.281873145E7,6294074.238,1.476236593E7,8747780.601,1.151819677E7,1.242017518E7,1.687531463E7,8599786.393,1.564357089E7,1.451572155E7,1.415023019E7,1.583583486E7,1.738186958E7,1.571324736E7,15834.30451,16402.93452,25021.98071,
15.372,1802.4353,+,1131530.425,,,24,,8713.851196,9966.022778,429518.5388,84482.14804,481031.5781,135005.9187,409638.6709,151244.4144,498191.6887,345722.4478,253147.9582,290005.0184,717367.0338,248124.8478,424655.5517,33106.90518,292547.9977,113076.5446,434435.2738,129529.1598,262033.1912,127012.757,888671.2103,949022.8446,534403.4264,1131530.425,430617.7174,572499.0131,482487.9158,298136.8503,263191.2292,816303.9416,110549.7845,468237.4514,354007.8343,22001.12035,501213.7125,66138.47327,389145.34,18489.76501,242551.5542,34847.96792,385246.4556,22878.75718,425207.7033,24306.09443,246525.9122,54263.87887,279787.5178,301558.4678,345385.137,80283.80447,439253.1791,190237.4245,253958.8136,222281.1172,186565.0423,171392.6691,575786.837,159691.4568,260424.6583,200053.1801,639267.3666,303691.5968,11263.32362,11063.14895,12167.21977,
15.379,894.75519,+,3.50511382E8,TG 54:7,TG,62,,11065.43464,12655.52638,1.522000548E8,2.633920923E7,1.541438419E8,3.101921415E7,1.067884419E8,3.066764075E7,1.179314923E8,1.100830898E8,2.322202033E7,1.479259554E8,1.599523204E8,5.333393003E7,1.305875777E8,1.726958603E7,9.807671495E7,2.846820454E7,1.56322773E8,2.649841024E7,9.920354662E7,2.570506379E7,3.50511382E8,2.139138208E8,2.572128071E8,2.922452231E8,1.083022906E8,1.410324989E8,1.94342974E8,7.972782304E7,7.770054641E7,1.555360853E8,4.488285898E7,8.372055948E7,1.116635074E8,9711795.8,1.253283194E8,2.468354597E7,1.074540067E8,6066965.221,8.065062503E7,1.766684014E7,1.499404053E8,1.163038066E7,1.53675154E8,9427339.171,1.019120124E8,2.054103282E7,1.146612042E8,5.723329596E7,1.521636382E8,2.324483146E7,1.122020506E8,3.124698602E7,8.124982556E7,5.009316748E7,7.421459588E7,3.022803747E7,2.060790382E8,5.972720632E7,1.880692961E8,7.243811018E7,1.060960173E8,5.730415804E7,14302.92628,14816.56254,22602.03757,
15.379,894.75458,+,3.50511382E8,,,27,Adduct of existing identified peak,11241.85202,12857.29476,1.522000548E8,2.633920923E7,1.541438419E8,3.101921415E7,1.067884419E8,3.066764075E7,1.179314923E8,1.100830898E8,2.322202033E7,1.479259554E8,1.599523204E8,5.333393003E7,1.305875777E8,1.726958603E7,9.807671495E7,2.846820454E7,1.56322773E8,2.649841024E7,9.920354662E7,2.570506379E7,3.50511382E8,2.139138208E8,2.572128071E8,2.922452231E8,1.083022906E8,1.410324989E8,1.94342974E8,7.972782304E7,7.770054641E7,1.555360853E8,4.488285898E7,8.372055948E7,1.116635074E8,9711795.8,1.253283194E8,2.468354597E7,1.074540067E8,6066965.221,8.065062503E7,1.766684014E7,1.499404053E8,1.163038066E7,1.53675154E8,9427339.171,1.019120124E8,2.054103282E7,1.146612042E8,5.723329596E7,1.521636382E8,2.324483146E7,1.122020506E8,3.124698602E7,8.124982556E7,5.009316748E7,7.421459588E7,3.022803747E7,2.060790382E8,5.972720632E7,1.880692961E8,7.243811018E7,1.060960173E8,5.730415804E7,14530.95933,15052.78456,22962.38423,
15.379,964.82965,+,4031494.198,,,31,,10292.74046,11771.79683,2533979.516,504685.1085,2416920.365,538956.1445,1667081.499,292565.7445,2051487.488,2088839.627,606834.1783,2069447.56,2045327.278,397289.6298,1997221.801,203280.6459,1961678.987,425384.3232,2379380.918,285048.1652,1380845.902,164560.1702,3979234.867,2077487.639,4031494.198,4021447.702,2075315.384,1642547.887,2248456.411,794160.9688,1281098.647,2082653.027,678369.7999,1255870.699,1478802.826,91252.5874,2648861.529,319576.3711,435586.8869,21839.9819,1207266.922,41162.17747,2214286.193,123451.6233,1923309.614,28710.18978,1556863.316,220454.9965,1797620.921,1053194.255,1879864.428,366105.6835,1519494.092,52626.34968,1238242.592,605422.5218,1149431.938,353626.2883,2632932.984,604795.8729,2809648.157,934138.9398,2334275.492,642013.1821,13304.15956,13781.92884,21023.74776,
15.38,899.70947,+,8.477792331E7,TG 54:7,TG,27,Redundant Identification,11948.52389,13665.51466,4.144853099E7,1.005103732E7,4.467921387E7,1.198734985E7,3.356848259E7,1.144431487E7,3.748741439E7,3.291486922E7,1.810880344E7,4.26016794E7,4.520157504E7,1.797057404E7,3.859673242E7,6319376.54,3.004110943E7,1.074424496E7,4.647070911E7,9822939.508,3.219557154E7,1.007508169E7,8.477792331E7,5.403512799E7,6.626432365E7,6.069972234E7,5.024940281E7,3.678101382E7,5.184870169E7,2.622442973E7,2.944712699E7,3.910403623E7,1.599114674E7,2.489394091E7,3.599312583E7,4639950.179,3.508075322E7,9741544.568,3.445906273E7,3147341.235,2.65021071E7,7402002.73,4.4799179E7,5097071.915,4.700037234E7,4304191.155,3.32064635E7,8762099.181,3.696386707E7,1.980752695E7,5.127520821E7,9677717.319,3.336076624E7,1.224558831E7,2.696235649E7,1.804127655E7,2.403220983E7,1.140682953E7,5.521068503E7,2.012129515E7,4.903927012E7,2.173807903E7,4.501978193E7,1.917748522E7,15444.38714,15999.01471,24405.81819,
15.38,978.84698,+,1690561.504,,,33,,9557.658281,10931.08409,826449.8507,123690.4257,714698.9947,99947.68757,635144.3735,110980.782,612530.7679,419072.5347,149830.8223,716015.8228,843687.4503,201452.405,672309.7782,36733.3426,443345.2853,110006.9929,710419.3187,86621.70356,442872.3092,60680.45768,1690561.504,1118739.245,1288049.259,1322677.556,1126870.001,834084.0025,863222.0635,340550.3496,415746.2121,618692.4879,237424.5002,365748.4357,521978.3885,24716.64181,602833.4847,92126.91137,583310.3114,20280.22417,478128.3384,40907.65703,1003200.488,41868.99796,815680.8541,26659.77872,536541.1263,51349.43788,798963.3407,292640.1339,670491.3516,54658.65978,450304.9276,69143.94742,434814.646,190834.3505,406439.377,107367.9407,1029300.121,252028.1474,898880.7661,275770.2809,909229.8812,226542.0573,12354.00924,12797.65742,19522.28346,
15.381,575.50317,+,3500192.001,,,48,In-source fragment,10501.11623,12010.11599,1407367.302,191537.9013,1528798.328,291604.6924,1070666.103,236167.2357,1183905.376,1059197.498,150329.0074,1418925.665,1637252.665,570426.8393,1324440.272,141070.9594,924115.6921,215548.023,1888904.939,217946.0177,930104.4313,201501.6117,3500192.001,2279595.16,2675852.025,2908749.003,1186237.524,1484586.458,2073493.425,623205.0375,726313.4888,1687834.202,405788.8319,840448.1362,1191554.256,87107.63609,1427511.082,226111.0929,1173452.256,47359.69354,962588.1012,195187.5005,1508317.395,106671.0679,1540611.057,102327.0352,1089912.741,200066.1053,1216367.628,556281.9997,1680298.967,193836.7409,1096929.97,295761.3016,826569.5303,374621.3948,645034.1016,282791.8899,2513719.065,677760.369,1892372.999,711691.0155,1426652.556,508532.0283,13573.50129,14060.94298,21449.37198,
15.381,957.66339,+,1334348.6,,,40,Adduct of existing peak,10220.11955,11688.74036,861530.8862,161670.0146,946802.9598,197044.0959,612387.1243,181953.2071,994533.1258,592959.3326,260150.5858,801141.0804,944504.0323,264360.6297,831094.4443,90663.91727,617004.4763,196638.8734,844305.3981,113018.2035,618469.4342,120306.4244,1105847.021,891258.7879,1334348.6,973480.4794,809738.1246,610333.5009,1060724.093,436822.485,506061.6595,628899.3634,273752.0812,462473.9881,690838.0828,70056.53237,456962.4053,145809.0992,932927.3066,21685.88888,500930.6278,78942.26476,890130.7816,62731.84861,878075.8159,56054.78627,721417.6937,111014.6612,758728.8706,350696.6634,832615.0995,128055.2623,574890.541,126321.6614,481298.7721,284149.6828,379571.5736,167255.8143,1172259.395,231569.699,1081434.811,359218.1001,882548.5298,375359.4111,13210.29144,13684.6898,20875.41371,
15.383,935.78027,+,4.500358115E7,,,62,,12135.65639,13879.53791,2.503766135E7,5725009.572,2.686258239E7,7345839.506,2.109546962E7,7521712.115,2.030281669E7,1.944976489E7,1.085204652E7,2.481756569E7,2.731251125E7,1.16850495E7,2.295232241E7,4317517.805,1.832567451E7,6911838.897,2.77897148E7,6338348.683,1.945768552E7,6439700.995,4.305972258E7,2.922787902E7,4.500358115E7,2.799511452E7,2.564282399E7,1.994489769E7,3.813159867E7,1.620949227E7,1.640738483E7,2.899391591E7,1.068788146E7,1.513974047E7,2.78460962E7,2784858.815,2.007322347E7,6256251.735,2.057050918E7,1721645.038,1.667783151E7,4806716.209,2.649418935E7,2936762.427,2.837140771E7,2631072.935,2.049691179E7,5638526.473,2.009755552E7,1.273159436E7,3.191749951E7,5668365.857,2.044695329E7,7755261.299,1.762144609E7,1.125508875E7,1.606945449E7,7273813.034,3.200012393E7,1.239995842E7,2.838128544E7,1.248296697E7,2.658222371E7,1.224041101E7,15686.2703,16249.58421,24788.05133,
15.383,1776.43311,+,2693038.319,,,34,Dimer,9510.770092,10877.45811,1054947.583,102244.0533,1150448.556,121363.9424,648364.8598,81709.71839,1067396.023,682224.0375,512181.9602,1409379.132,1132102.771,206844.3588,614886.2872,51780.9198,541847.2821,154911.9864,1029351.092,74796.80095,819246.1903,52803.74786,2693038.319,1217853.434,2019037.286,2256134.129,1255000.648,1052333.005,1378564.864,333583.4364,482920.6731,703200.8054,246133.0822,434323.6126,879325.0264,23676.75115,970844.3035,122858.4045,638903.512,20180.73296,523780.8247,38034.96337,1035767.992,24971.11721,1503882.377,26528.99054,666037.3844,67313.48606,916754.172,321267.7255,1344849.462,99660.00719,751875.7324,162659.2534,635298.5651,259892.6973,327994.2838,147142.9292,1210283.319,307240.1061,1335588.133,289527.4273,509407.4991,74179.49174,12293.40265,12734.87437,19426.51057,
15.386,915.6839,+,3.255617079E7,,,63,,12782.06907,14618.83944,1.802903936E7,5719559.585,1.807543348E7,5958329.189,1.798002258E7,6723494.735,1.540212858E7,1.314698005E7,1.022033494E7,1.64745462E7,1.739879298E7,8752778.466,1.954571713E7,4252429.394,1.506701214E7,6864606.961,2.366608577E7,5243141.126,1.602940628E7,5546006.684,3.255617079E7,1.675702569E7,2.535631449E7,1.912124437E7,2.067764648E7,1.455232808E7,2.122420961E7,9006419.154,1.404700585E7,1.197614177E7,7566942.447,9913628.213,1.902149843E7,3180842.119,1.440897099E7,5475537.835,1.534999113E7,2529169.519,1.514159957E7,4465778.595,2.340843973E7,3480141.544,2.053262258E7,3174908.39,1.773359192E7,5442301.522,1.865185517E7,8832234.388,2.2929597E7,5688282.913,1.591547343E7,7056064.128,1.09548525E7,8964853.646,1.14816657E7,5767220.591,2.180696221E7,9115652.169,1.698174768E7,1.022533865E7,1.841141906E7,8146325.95,16521.80847,17115.12761,26108.40107,
15.386,981.71411,+,1724346.157,,,36,,10948.39237,12521.66526,878982.4902,152449.3926,1000724.701,159600.3557,644370.6275,199969.8919,798102.9293,664681.519,473938.3375,903346.3999,855243.014,321921.698,786994.5804,89402.48712,638497.1404,114021.8414,1134367.138,144828.4081,610752.0795,118549.7311,1724346.157,1274373.466,1218722.165,1115253.356,1133758.18,746213.2674,1075416.526,502427.5648,479162.4042,973096.5558,272194.5891,410458.3642,753408.4453,29415.21049,620556.9024,132228.8423,663288.285,30299.43891,457713.3723,90147.88523,963126.0063,38918.33796,898232.0515,44891.10141,697665.1803,100302.1794,701779.5098,414559.361,1072405.602,95393.67984,773699.0424,194991.9892,523972.821,396399.6922,390076.8632,177502.0761,1165532.813,328315.013,1042408.28,498981.3497,755986.7083,326447.2339,14151.64014,14659.84353,22362.96936,
15.403,818.72321,+,2.37414258E7,TG 48:3,TG,65,,13178.21971,15071.91652,6628461.862,2396110.803,2819943.645,3112639.925,2341907.238,2987413.717,3403585.756,9989312.412,657091.1193,7042218.013,5378246.794,5819140.92,3626167.443,2106045.779,4009067.179,3221785.403,4544208.956,4417026.109,2729295.483,3469869.165,1.501960545E7,1.519534096E7,7418547.286,2.37414258E7,2461003.801,1.061180234E7,6336935.83,7914022.304,1464816.653,1.195594241E7,1395376.972,5830487.121,3379523.754,1408796.585,6463192.961,2895711.871,2665698.327,865623.1923,3691120.313,3365595.531,2985505.264,2020487.586,4314144.586,1857040.136,6519962.526,4027989.831,3936951.816,4569670.23,3481584.538,2296280.952,4761417.554,1280773.312,1789379.953,2481212.809,1120300.663,1900538.305,6450609.084,7641539.502,4430244.39,7164685.039,4336965.305,6194531.756,17033.86366,17645.57136,26917.5705,
15.404,792.7074,+,1.236713923E7,TG 46:2,TG,62,,13114.67436,14999.23977,2692118.087,1385784.815,2103782.818,1925007.114,2268666.034,1614778.076,2458894.549,4637274.498,395022.6462,2978210.067,3634939.405,2885150.264,2305290.348,1542729.502,3045570.211,1897899.588,3423628.94,2428010.408,2947139.95,1947731.254,6057364.892,9130756.862,3110970.286,1.236713923E7,1116887.27,5950299.443,5725086.025,5678534.968,1111026.179,7074962.692,727359.3784,3599728.061,4742540.642,871419.061,4713660.639,1802564.012,2472836.1,579427.1594,4095688.776,2511690.31,3391564.798,1170015.141,5034149.149,1518837.406,5345455.735,3190448.099,4171562.429,2498748.609,3139205.297,1328351.37,3821048.388,849340.0598,1350890.154,1763861.502,909280.1749,1251516.695,6839276.062,3956968.181,3586337.496,3984991.796,2837752.08,3540639.768,57634.11557,17560.48445,26787.77403,
15.41,797.66101,+,1554810.198,,,46,Adduct of existing identified peak,12749.30047,14136.27948,357538.9762,391760.6268,331007.6068,520813.3644,417866.7832,377889.9239,585389.8007,980358.894,211105.0261,694603.6584,829134.3643,683633.2972,543299.5077,416643.9184,679081.194,613493.9711,700856.9326,653681.9111,596198.3462,531901.8155,261386.9149,1480516.454,283124.3351,1554810.198,212354.1717,1081659.014,1059747.382,1143581.149,277131.3377,1128111.261,143026.1155,803250.7457,1005831.666,285615.6345,803187.0213,495780.8598,527443.5354,214927.2691,1018483.235,693476.8714,638932.2512,380689.5555,942676.9355,487146.8222,1266789.659,910710.8399,996437.2066,678768.9148,665722.2996,410390.5165,805044.0213,204917.8154,237203.3947,390157.1101,120502.0068,362190.3269,428610.8583,919506.4374,732882.8236,877986.9358,483735.691,882339.1891,63815.79477,16550.16653,25246.57691,
15.416,823.67798,+,5229195.701,,,61,Adduct of existing identified peak,14523.9035,16103.93916,925070.5611,712131.9188,837265.5526,1080985.814,640907.4953,1273701.9,914074.356,2290455.279,393747.5882,1231540.609,1942782.239,1535314.05,782706.7394,768891.2257,1077624.172,968051.5663,1089543.576,1328266.555,732277.1263,1346480.719,1971722.453,5229195.701,991204.3527,3845347.353,706234.4743,2483880.807,1287014.505,2864452.658,419195.0668,2689085.369,169770.6544,1463803.37,905048.5599,530741.6945,1628255.535,946865.0872,735067.2878,341027.9519,979086.1144,1694244.586,752711.3614,695081.8678,1109236.66,1102766.234,919330.9736,1355725.346,936269.6232,1481199.767,851886.8585,804821.4299,1260336.52,388168.8737,404552.9475,1006161.979,219345.6173,659129.6189,1693886.939,2517834.011,986657.2063,2129403.646,1103331.942,1682284.139,18200.22713,18853.82043,28760.70319,
15.485,865.66785,+,6287488.84,,,62,Adduct of existing identified peak,14405.35114,14231.61959,2643847.393,2390543.997,2497112.821,2177440.546,1708174.591,3040633.163,2471894.387,4072060.531,950275.4408,2139616.74,2609154.141,4367522.107,2249005.852,1910558.431,2667333.998,2652434.782,3660117.196,3054425.074,1490602.282,2937752.005,5006638.682,5228901.631,3143573.637,6287488.84,2569090.931,4488196.966,3217264.604,3516109.545,1474582.683,5689920.763,957307.3199,3429202.73,1730780.39,1225633.527,3902890.952,2381658.463,2086487.725,1035460.246,2080798.12,2694782.848,1853943.136,1581157.765,2683505.011,2042827.957,1942987.224,2580686.855,2046291.991,3018688.479,2533725.312,2183218.288,2419426.63,1516685.192,1335392.276,2481044.527,1022487.562,1890332.518,3804261.879,4578787.719,1964909.389,3233531.558,2642307.113,3829551.994,14936.45777,14241.62239,31884.6103,
15.485,1243.36072,+,4798095.811,,,63,,485346.1821,292112.9081,1019610.778,1157672.874,1108278.114,602739.4137,1091173.338,1054087.006,872950.5556,1250728.225,457894.6968,2739325.628,4798095.811,863306.7883,957710.6585,744820.6185,983511.1602,776548.6489,1349652.826,1015189.414,890468.1615,951936.1221,1485976.331,1143002.971,1205447.978,498221.8215,755857.6942,686248.4796,1039456.288,1026869.338,835779.0344,520746.6637,670139.9112,783452.485,870083.4333,871780.7801,768847.5746,984159.281,859894.3002,921267.4035,925715.7347,733012.4106,961578.1553,682204.745,903706.9385,935096.1718,1574701.591,1204378.769,1020509.732,847781.5718,987773.1417,982117.7989,906396.832,1270089.953,1154971.08,916681.2409,796785.1588,715214.9394,1131759.527,1279920.383,580897.3338,895173.0072,1125044.448,676585.9457,736021.4732,162521.6115,176585.2125,
15.487,849.69415,+,2.602889683E7,TG 14:0_18:2_18:2,TG,54,Redundant Identification,16368.16932,16170.76577,7707846.963,5080760.174,5062408.363,5155283.969,3831092.914,5652241.947,6371067.604,1.476175405E7,2276252.726,8136390.871,7168986.237,9935789.591,6539307.617,4177070.04,7226482.252,5952376.115,7734995.689,7589593.991,4293169.915,6527515.141,1.610101041E7,1.985240136E7,1.180326609E7,2.602889683E7,8083545.703,1.471023614E7,8908275.544,1.180530592E7,3922265.406,1.56923711E7,1812219.322,9815475.261,3717648.389,2296793.777,8884727.842,5346868.212,8192987.341,1656355.825,5389455.093,6097073.742,3195304.319,3352876.441,5283057.001,3622716.355,4826492.579,4899197.98,5587076.395,8328250.343,7516183.547,4686040.375,5656302.88,2729196.73,3778529.457,5321282.987,3252480.718,3909911.964,9536051.752,1.159412154E7,5953892.307,1.154159732E7,7429523.912,1.061887811E7,16971.64252,16182.13152,36229.08564,
