,pval_sex,pval_animalvar,qval_sex,qval_animalvar,ID,superclass,molec_class,fa_carbons,fa_unsat,RT,m/z,signif_sex,logqvalsex,log2fcM-F,i
vl_2181,0.007008886401055096,0.17877930892381522,0.03756218731439236,0.3697161888317224,PI 18:2_18:1,Phospholipid,PI,36.0,3.0,8.219,859.53546,True,1.4252491259130637,0.3460522384102589,vl_2181
vl_2552,0.9423194264886635,0.24268513847537831,0.9700858280770824,0.37536397892786194,PC 16:0_22:6,Phospholipid,PC,38.0,6.0,8.94,806.5755,False,0.013189839948922186,-0.009829005502670185,vl_2552
vl_2500,0.0014934144032472075,0.12848794518862192,0.011065298665670586,0.3697161888317224,Plasmanyl-PC O-34:4,Phospholipid,Plasmanyl-PC,34.0,4.0,8.838,740.56769,True,1.9560368594500395,0.6677898045499298,vl_2500
vl_2194,0.2587805851908185,0.15025578093821412,0.49685872356637145,0.3697161888317224,PI 18:0_20:5,Phospholipid,PI,38.0,5.0,8.274,883.53485,False,0.3037670806783785,-0.18663169525617462,vl_2194
vl_2167,0.7137348565741348,0.34982572788006616,0.8338235784739099,0.4487194643391204,PC 36:6,Phospholipid,PC,36.0,6.0,8.172,778.54272,False,0.07892582825945949,-0.06250836950554728,vl_2167
vl_2765,0.4553181187115414,0.14284623691980075,0.6666726831001879,0.3697161888317224,PC O-38:6,Phospholipid,Plasmenyl-PC,38.0,6.0,9.269,790.57947,False,0.17608733971754803,0.12904322614844688,vl_2765
vl_4213,0.15565842817345368,0.18670016074208873,0.36916424071775,0.3697161888317224,Plasmanyl-PE O-20:0_18:2,Phospholipid,Plasmanyl-PE,38.0,2.0,12.286,756.59192,False,0.4327803737650238,-0.24742461065759258,vl_4213
vm_161,0.1316782655155321,0.27722542869823164,0.3380762909980173,0.3944031872201646,Lactic Acid,Organic acid,Organic acid,,,9.956,89.02317,False,0.4709852848679876,0.24260497953927285,vm_161
vm_169,0.43864594766051335,0.1548733368609412,0.6528285603601839,0.3697161888317224,Carnitine,Organic acid,Organic acid,,,10.453,162.11238,False,0.1852008540466208,0.18647893746366861,vm_169
vm_158,0.7204156849727271,0.9909735274994829,0.838081049746987,1.0,Indole-3-acrylic acid,Organic acid,Organic acid,,,9.859,188.07052,False,0.07671397927452782,-0.05660568787636322,vm_158
vm_193,0.12134702049373688,0.42272893151516133,0.32203632361799406,0.5096953729910376,alpha-Glycerylphosphorylcholine,Organic acid,Organic acid,,,11.609,258.10984,False,0.4920951399279058,0.3031517295890467,vm_193
vm_133,0.13026648373392316,0.20706521681362056,0.3353042371193017,0.3697161888317224,Indoxyl sulfate,Organic acid,Organic acid,,,8.252,212.00208,False,0.4745609585130078,-0.5939776407063277,vm_133
vm_201,0.11262910586153954,0.16311525582366915,0.3033076570572704,0.3697161888317224,Creatine,Organic acid,Organic acid,,,11.738,132.07676,False,0.5181166257073239,0.28767963360536086,vm_201
vm_107,0.24001252416082342,0.13614049300174363,0.4778985126252635,0.3697161888317224,Hydrocinnamic acid,Organic acid,Organic acid,,,2.986,149.05996,False,0.32066432114199284,-0.4720369715171664,vm_107
vm_150,0.019396312334343024,0.5907430917946499,0.07990122692953246,0.6709674622852814,Trigonelline,Organic acid,Organic acid,,,9.06,138.05494,False,1.0974465517919596,-0.47277084095424726,vm_150
vm_112,0.06872741184758221,0.11943831620229861,0.2101802290297251,0.3697161888317224,Indolepropionate,Organic acid,Organic acid,,,5.764,188.07119,False,0.6774081390552935,-0.6893852611761453,vm_112
vm_173,0.7890689956507788,0.3075707520400406,0.8827667544810539,0.4192309826986901,Urocanic acid,Nitrogen heterocycle,Nitrogen heterocycle,,,11.222,139.05016,False,0.05415403098988099,0.11202666976116404,vm_173
vm_114,0.044691126957932786,0.29260324810929206,0.15385733544277078,0.4089037796362765,Creatinine,Nitrogen heterocycle,Nitrogen heterocycle,,,6.516,114.06641,False,0.8128817931027543,-0.3663215787441736,vm_114
vl_5485,1.6073715954098458e-09,0.15452632514735065,1.0438460243132175e-07,0.3697161888317224,TG 18:0_22:6_22:6,Glycerolipid,TG,62.0,12.0,16.681,1001.76428,True,6.981363558539566,-1.8860435994437985,vl_5485
vl_5437,0.9290035347651533,0.12906968057569715,0.9618822277894159,0.3697161888317224,TG 58:9,Glycerolipid,TG,58.0,9.0,16.487,951.74719,False,0.01687809943027725,0.024728028734465113,vl_5437
vl_5405,0.5956059088197325,0.12678741869356028,0.7575448425541298,0.3697161888317224,TG 50:4,Glycerolipid,TG,50.0,4.0,16.327,844.74561,False,0.12059165418222756,0.2792139769493893,vl_5405
vl_5511,0.4375806250829717,0.12022338052926827,0.6528229866102713,0.3697161888317224,TG 51:4,Glycerolipid,TG,51.0,4.0,16.751,858.76166,False,0.18520456200198787,0.405091420602556,vl_5511
vl_5414,0.8426813178159495,0.1325628609580841,0.908973354604949,0.3697161888317224,TG 16:1_18:2_18:2,Glycerolipid,TG,52.0,5.0,16.372,870.76154,False,0.04144884738050294,0.10155144556635065,vl_5414
vl_5535,0.4299765113436754,0.14500688311681506,0.6451173236013409,0.3697161888317224,TG 58:8,Glycerolipid,TG,58.0,8.0,16.827,948.80811,False,0.1903612956606678,0.3791218832083949,vl_5535
vl_5428,0.518876606103521,0.13913435343669778,0.7096520916641652,0.3697161888317224,TG 48:3,Glycerolipid,TG,48.0,3.0,16.433,818.72925,False,0.14895451283253044,0.25951386046081026,vl_5428
vl_5448,0.8240396150132896,0.16598680051999215,0.9001061679031934,0.3697161888317224,TG 52:5,Glycerolipid,TG,52.0,5.0,16.507,870.7608,False,0.0457062623215993,0.09682799620368954,vl_5448
vl_5443,0.16364759139148333,0.1446210996807534,0.3797093510023216,0.3697161888317224,TG 56:8,Glycerolipid,TG,56.0,8.0,16.495,925.73114,False,0.4205487074725219,-0.4142007596181756,vl_5443
vl_4879,8.326116157032576e-14,0.12557498523610142,2.298008059340991e-11,0.3697161888317224,TG 22:6_22:6_22:6,Glycerolipid,TG,66.0,18.0,14.281,1045.73621,True,10.638648452531466,-3.057226577441668,vl_4879
vl_5383,0.4221581957514242,0.13463473024618358,0.6412423691499977,0.3697161888317224,TG 46:2,Glycerolipid,TG,46.0,2.0,16.25,792.7135,False,0.19297778999828225,0.3098012221342543,vl_5383
vl_5381,0.6965068053969603,0.12736260251897552,0.8271240943600221,0.3697161888317224,TG 48:3,Glycerolipid,TG,48.0,3.0,16.236,818.72888,False,0.08242932786856608,0.20702251309613473,vl_5381
vl_5071,0.0004279993389638194,0.9999998876319894,0.003945420474098588,1.0,TG 14:0_22:6_22:6,Glycerolipid,TG,58.0,12.0,14.883,945.70154,True,2.4039067060540904,-1.3161794143679764,vl_5071
vl_5101,2.984262864960123e-05,0.13139881042751408,0.0004513186579336953,0.3697161888317224,TG 18:2_22:6_22:6,Glycerolipid,TG,62.0,14.0,15.002,997.73285,True,3.345516711970322,-1.2396636857528982,vl_5101
vl_5103,0.988970534121858,0.14803459756811274,0.9925667906095739,0.3697161888317224,TG 54:8,Glycerolipid,TG,54.0,8.0,15.003,892.74652,False,0.003240259560097813,0.008363099330217949,vl_5103
vl_5104,0.07332828073264087,0.1974097119274496,0.21998484219792264,0.3697161888317224,TG 18:3_18:2_22:6,Glycerolipid,TG,58.0,11.0,15.003,947.71729,False,0.6576072427077486,-0.5690289660078385,vl_5104
vl_5124,0.558765656077381,0.2260376177845963,0.729796322376289,0.3699601345512283,TG 18:2_20:5_22:5,Glycerolipid,TG,60.0,12.0,15.095,973.73273,False,0.13679832948289214,-0.2027250472758091,vl_5124
vl_5156,0.05249541860878816,0.27888027589811815,0.17299982729582725,0.3957375637423167,TG 56:10,Glycerolipid,TG,56.0,10.0,15.243,916.74646,False,0.7619543304232662,-0.5446186100639743,vl_5156
vl_4920,0.03536359536647591,0.24149123301761555,0.12842568843614935,0.37465061998005383,TG 18:2_20:5_20:5,Glycerolipid,TG,58.0,12.0,14.4,945.70306,False,0.8913480975271647,-0.4394196501419181,vl_4920
vl_5174,0.5421406807169791,0.11750560637537781,0.7202446588586582,0.3697161888317224,TG 14:0_18:2_20:5,Glycerolipid,TG,52.0,7.0,15.318,871.68549,False,0.14251995364708106,-0.2808543353936308,vl_5174
vl_5182,0.020148111726931706,0.1309042122584697,0.08177762995048751,0.3697161888317224,TG 18:2_22:6_22:5,Glycerolipid,TG,62.0,13.0,15.377,994.79413,False,1.0873654801639323,-0.9384992277744111,vl_5182
vl_5187,6.05243481091169e-05,0.13119133983080997,0.000814864394054452,0.3697161888317224,TG 60:12,Glycerolipid,TG,60.0,12.0,15.396,973.73358,True,3.088914658516386,-0.9929990813438145,vl_5187
vl_5224,0.0014821735884483905,0.17241395788875458,0.011056213794912317,0.3697161888317224,TG 60:12,Glycerolipid,TG,60.0,12.0,15.524,973.73358,True,1.9563935719006882,-0.6974360933383288,vl_5224
vl_5226,0.005588248759293773,0.18553232553586663,0.03131688644802196,0.3697161888317224,TG 16:0_20:5_22:6,Glycerolipid,TG,58.0,11.0,15.533,942.76312,True,1.504221422401429,-0.9662348916026566,vl_5226
vl_5240,0.20071448900311528,0.1557974256103862,0.42632012875521186,0.3697161888317224,TG 14:0_18:2_22:6,Glycerolipid,TG,54.0,8.0,15.605,897.70038,False,0.3702641616035361,-0.4745343999671121,vl_5240
vl_5244,0.910854782282187,0.12534309089890322,0.9477697263332087,0.3697161888317224,TG 50:5,Glycerolipid,TG,50.0,5.0,15.614,842.72968,False,0.0232971676522475,0.059236628884722364,vl_5244
vl_5265,0.4916894863236091,0.1351017700303753,0.6893394379135799,0.3697161888317224,TG 58:10,Glycerolipid,TG,58.0,10.0,15.727,944.77734,False,0.16156687430098338,-0.31365280992825717,vl_5265
vl_5282,2.2236551933804404e-05,0.15797724087805465,0.0003575956264529286,0.3697161888317224,TG 18:1_22:6_22:6,Glycerolipid,TG,62.0,13.0,15.804,999.74927,True,3.4466078014504338,-1.036934103457046,vl_5282
vl_5559,0.3310011171962721,0.11315559329775322,0.5630589112244753,0.3697161888317224,TG 17:0_18:2_22:6,Glycerolipid,TG,57.0,8.0,16.908,939.7406,False,0.24944616379655382,-0.45211468456167836,vl_5559
vl_5337,0.4925611066498856,0.11588348797456066,0.6893394379135799,0.3697161888317224,TG 15:0_18:2_22:6,Glycerolipid,TG,55.0,8.0,16.061,911.71698,False,0.16156687430098338,-0.33825558127772837,vl_5337
vl_5342,0.5532811814674351,0.12551521088279924,0.7280282483068339,0.3697161888317224,TG 51:5,Glycerolipid,TG,51.0,5.0,16.082,856.74689,False,0.1378517692504651,0.34020293770910115,vl_5342
vl_5356,0.010188883944465803,0.19732211776110986,0.05095433326446386,0.3697161888317224,TG 18:1_22:6_22:5,Glycerolipid,TG,62.0,12.0,16.155,1001.76544,False,1.292818876764089,-0.6460705303437138,vl_5356
vl_5360,1.389862081175459e-06,0.20328941015551416,3.1966827867035557e-05,0.3697161888317224,TG 60:11,Glycerolipid,TG,60.0,11.0,16.172,975.74774,True,4.4953004575097655,-0.9265293712139027,vl_5360
vl_5370,0.4496447595507347,0.12789816774474258,0.6609957583808403,0.3697161888317224,TG 56:8,Glycerolipid,TG,56.0,8.0,16.226,920.77698,False,0.17980132737927018,0.30126677729138507,vl_5370
vl_5379,0.6975113513126636,0.1469553853321749,0.8271240943600221,0.3697161888317224,TG 54:7,Glycerolipid,TG,54.0,7.0,16.236,899.71613,False,0.08242932786856608,-0.11350607838526727,vl_5379
vl_5545,0.9459427270097367,0.1475880346124948,0.9705583370062726,0.3697161888317224,TG 56:7,Glycerolipid,TG,56.0,7.0,16.844,922.79224,False,0.012978355506442149,0.027145314890983485,vl_5545
vl_5645,0.8317390271056466,0.22354171926340916,0.904669838349393,0.3697780731161887,TG 50:3,Glycerolipid,TG,50.0,3.0,17.252,846.76172,False,0.04350988879989578,0.10909413988983019,vl_5645
vl_5572,0.9342155818186131,0.12333175197677403,0.9648026214478473,0.3697161888317224,TG 18:2_18:2_18:2,Glycerolipid,TG,54.0,6.0,16.981,896.77673,False,0.015561525188596357,0.040830435994497094,vl_5572
vl_5856,0.14857368050697237,0.1653695718283109,0.36450076284377225,0.3697161888317224,TG 54:4,Glycerolipid,TG,54.0,4.0,17.952,905.76282,False,0.4383015584338141,0.4196540738407073,vl_5856
vl_5897,0.04564036322353332,0.2201224953267108,0.15557317932904863,0.3697161888317224,TG 56:6,Glycerolipid,TG,56.0,6.0,18.02,929.7627,False,0.8080652728565842,-0.6124832837649166,vl_5897
vl_5935,0.3435722342203834,0.1151062847426581,0.5738332020866918,0.3697161888317224,TG 49:1,Glycerolipid,TG,49.0,1.0,18.193,836.77728,False,0.241214327010423,0.4392983089155962,vl_5935
vl_5958,0.4694176998368921,0.10931098908250171,0.6743820543254668,0.3697161888317224,TG 53:3,Glycerolipid,TG,53.0,3.0,18.239,888.80811,False,0.17109399504274508,0.4183694925357706,vl_5958
vl_6010,0.3677348468933783,0.1334329128391755,0.6012683906584516,0.3697161888317224,TG 56:5,Glycerolipid,TG,56.0,5.0,18.354,931.77942,False,0.22093162689364362,-0.3742287607341339,vl_6010
vl_6022,0.1945309032980267,0.4553684323034207,0.41945726023637003,0.5393181099694428,TG 16:0_18:0_20:4,Glycerolipid,TG,54.0,4.0,18.393,900.80707,False,0.37731228415380563,0.8641253514220324,vl_6022
vl_6043,0.27366445820100105,0.1386640273518057,0.5069220836474919,0.3697161888317224,TG 52:2,Glycerolipid,TG,52.0,2.0,18.532,876.80798,False,0.295058788679271,0.5084789882135965,vl_6043
vl_6057,0.24552634913557647,0.14439972109712057,0.48403765972442214,0.3697161888317224,TG 50:1,Glycerolipid,TG,50.0,1.0,18.56,850.79199,False,0.3151208474997247,0.5255826774833814,vl_6057
vl_6068,0.1535678307827991,0.15433499071897014,0.36916424071775,0.3697161888317224,TG 48:0,Glycerolipid,TG,48.0,0.0,18.583,824.77631,False,0.4327803737650238,0.5050268562121722,vl_6068
vl_6183,0.19937622790800824,0.1059786988655663,0.4257473029215495,0.3697161888317224,TG 53:2,Glycerolipid,TG,53.0,2.0,18.873,895.77911,False,0.37084809458085977,0.7375896133462376,vl_6183
vl_6191,0.14371806377143326,0.12890265000878204,0.3581596893987863,0.3697161888317224,TG 51:1,Glycerolipid,TG,51.0,1.0,18.902,869.76349,False,0.4459232952508445,0.6949115013768079,vl_6191
vl_6200,0.18331903364024305,0.1328980309490254,0.4034253908538013,0.3697161888317224,TG 55:3,Glycerolipid,TG,55.0,3.0,18.929,916.83972,False,0.39423677156530473,0.8120284421553379,vl_6200
vl_6202,0.06360449857186498,0.1575777061397936,0.20005517499526762,0.3697161888317224,TG 49:0,Glycerolipid,TG,49.0,0.0,18.933,843.74823,False,0.6988502098794868,0.6159821355161803,vl_6202
vl_6270,0.38674624411342484,0.1300322673476514,0.6147220099529445,0.3697161888317224,TG 54:2,Glycerolipid,TG,54.0,2.0,19.226,904.83905,False,0.21132123680596288,0.4440209251085854,vl_6270
vl_6274,0.2124565165416603,0.13096828617220993,0.4442272618598352,0.3697161888317224,TG 56:3,Glycerolipid,TG,56.0,3.0,19.243,930.85382,False,0.3523947926763565,0.5747361693232484,vl_6274
vl_6282,0.5152266982307538,0.14589404755038834,0.7086546201551879,0.3697161888317224,TG 52:1,Glycerolipid,TG,52.0,1.0,19.258,878.82373,False,0.14956537709766476,0.30030080544220894,vl_6282
vl_5025,0.5605681896513524,0.15087708685027024,0.729796322376289,0.3697161888317224,TG 18:3_18:2_20:5,Glycerolipid,TG,56.0,10.0,14.704,921.70087,False,0.13679832948289214,-0.21606840883950795,vl_5025
vl_6290,0.3163902432256247,0.16352586600667074,0.5480071755537841,0.3697161888317224,TG 50:0,Glycerolipid,TG,50.0,0.0,19.285,852.80774,False,0.2612137548678012,0.40445149531310065,vl_6290
vl_6334,0.5294116821852859,0.1507331301170041,0.712847794443591,0.3697161888317224,TG 53:1,Glycerolipid,TG,53.0,1.0,19.584,892.84106,False,0.1470031897690815,0.37782766330209583,vl_6334
vl_6343,0.3060356821583441,0.11855313137488685,0.5379990336032037,0.3697161888317224,TG 51:0,Glycerolipid,TG,51.0,0.0,19.614,866.82709,False,0.26921850444731515,0.3968168331022106,vl_6343
vl_6379,0.15536260588967388,0.13102930464113544,0.36916424071775,0.3697161888317224,TG 60:4,Glycerolipid,TG,60.0,4.0,19.84,984.90466,False,0.4327803737650238,0.8120677265391123,vl_6379
vl_6391,0.5219872799041338,0.1337195495778968,0.71057208016543,0.3697161888317224,TG 54:1,Glycerolipid,TG,54.0,1.0,19.903,906.85577,False,0.14839186083248143,0.31942799213183903,vl_6391
vl_6395,0.2991199151579199,0.12044929582083623,0.5309138043960508,0.3697161888317224,TG 58:3,Glycerolipid,TG,58.0,3.0,19.926,958.88751,False,0.2749759823343198,0.6231951873929766,vl_6395
vl_6396,0.3778713613646415,0.14334473971282521,0.608119508668461,0.3697161888317224,TG 52:0,Glycerolipid,TG,52.0,0.0,19.936,880.84039,False,0.21601106405787635,0.32137805830096866,vl_6396
vl_6461,0.16032419038882328,0.13953328970342813,0.3782006542505575,0.3697161888317224,TG 58:2,Glycerolipid,TG,58.0,2.0,20.542,965.86005,False,0.42227772420287457,0.6970227351641185,vl_6461
vl_6458,0.24341967469522185,0.12711161838714188,0.48246915774420995,0.3697161888317224,TG 18:2_18:1_24:0,Glycerolipid,TG,60.0,3.0,20.537,986.92023,False,0.3165304440810618,0.6659873851622251,vl_6458
vl_6454,0.17891317478582902,0.1453515021576001,0.39767354726565834,0.3697161888317224,TG 56:1,Glycerolipid,TG,56.0,1.0,20.508,934.88812,False,0.40047329676518906,0.6070412463526758,vl_6454
vl_6436,0.30019419732685715,0.19094414704779938,0.5311128106552089,0.3697161888317224,TG 57:2,Glycerolipid,TG,57.0,2.0,20.265,946.88922,False,0.2748132230964566,0.5709511718360929,vl_6436
vl_5583,0.45485494660361014,0.1472583483853153,0.6666726831001879,0.3697161888317224,TG 52:5,Glycerolipid,TG,52.0,5.0,17.004,870.76154,False,0.17608733971754803,0.34450875465991615,vl_5583
vl_5892,0.22041575363496424,0.1636501120464483,0.4523029591319712,0.3697161888317224,TG 58:7,Glycerolipid,TG,58.0,7.0,17.999,955.77887,False,0.3445705709308835,-0.4065585983084752,vl_5892
vl_5741,0.7546247309149177,0.16074217730331186,0.8588020358964639,0.3697161888317224,TG 52:4,Glycerolipid,TG,52.0,4.0,17.609,872.77692,False,0.066106934685775,0.15215692464417785,vl_5741
vl_5642,0.7295006823643931,0.1492962588462735,0.8415556461131557,0.3697161888317224,TG 58:8,Glycerolipid,TG,58.0,8.0,17.237,948.80713,False,0.07491716192122255,-0.1467602392003684,vl_5642
vl_5736,0.9958886160152327,0.1521521283113935,0.9960646817586102,0.3697161888317224,TG 54:5,Glycerolipid,TG,54.0,5.0,17.589,898.79156,False,0.0017124587462312396,-0.0021505350495409914,vl_5736
vl_5720,0.3332403435957939,0.14271835241191544,0.5651264813053095,0.3697161888317224,TG 49:2,Glycerolipid,TG,49.0,2.0,17.483,839.71649,False,0.247854341586707,0.3330331544417895,vl_5720
vl_5718,0.32559068720159434,0.12486928330664686,0.5590235127069365,0.3697161888317224,TG 51:3,Glycerolipid,TG,51.0,3.0,17.471,865.73181,False,0.25256992516522975,0.3979898731754119,vl_5718
vl_2642,0.005034271128941641,0.14436887991263586,0.029098614274092,0.3697161888317224,Alkenyl-DG P-18:0_20:4,Glycerolipid,Alkenyl-DG,38.0,4.0,9.099,629.55499,True,1.536127692369582,0.37993299334580044,vl_2642
vl_6431,0.23389997732292822,0.11348513713058767,0.4712145528549503,0.3697161888317224,TG 18:2_18:1_23:0,Glycerolipid,TG,59.0,3.0,20.242,977.86035,False,0.3267813053877548,0.7485033210044492,vl_6431
vl_5644,0.7819556114137093,0.13960323921176931,0.8782085401838606,0.3697161888317224,TG 18:2_18:2_18:2,Glycerolipid,TG,54.0,6.0,17.249,896.77673,False,0.05640234389219684,-0.12714649816800971,vl_5644
vl_5637,0.23852873675896735,0.14161769193145365,0.4770574735179347,0.3697161888317224,TG 16:0_18:1_22:6,Glycerolipid,TG,56.0,7.0,17.229,927.74683,False,0.32142929616307325,-0.34818886811063265,vl_5637
vl_5804,0.14038196969607017,0.1670800004521612,0.3527773760918313,0.3697161888317224,TG 50:2,Glycerolipid,TG,50.0,2.0,17.785,848.77698,False,0.4524992743155206,0.675840279099905,vl_5804
vl_5621,0.5600839425539111,0.13633064890665444,0.729796322376289,0.3697161888317224,TG 16:0_16:0_18:1,Glycerolipid,TG,50.0,1.0,17.164,855.75049,False,0.13679832948289214,0.2545003009585365,vl_5621
vl_5620,0.568133132738476,0.13559625083817445,0.7370375776066715,0.3697161888317224,TG 52:4,Glycerolipid,TG,52.0,4.0,17.163,872.77631,False,0.1325103692221084,0.2503486125434087,vl_5620
vl_5616,0.15070265251011372,0.134473137659658,0.36808789462647246,0.3697161888317224,TG 54:5,Glycerolipid,TG,54.0,5.0,17.153,898.79156,False,0.43404846504008227,0.633335302971247,vl_5616
vl_5603,0.32939595009961964,0.1551558037874476,0.5621668928287166,0.3697161888317224,TG 48:2,Glycerolipid,TG,48.0,2.0,17.092,820.74493,False,0.25013473447595325,0.37393211807687976,vl_5603
vl_5596,0.4863951912540382,0.13481118453016505,0.6878175366720406,0.3697161888317224,TG 50:3,Glycerolipid,TG,50.0,3.0,17.077,846.76086,False,0.162526755552669,0.3350051598652719,vl_5596
vl_5587,0.27493578866952995,0.15068147685015776,0.508391582263409,0.3697161888317224,TG 14:0_16:1_16:0,Glycerolipid,TG,46.0,1.0,17.015,794.72943,False,0.29380164892608773,0.42765177037889757,vl_5587
vl_5748,0.5465166433917541,0.11533720007831534,0.721715758737436,0.3697161888317224,TG 17:0_18:1_22:6,Glycerolipid,TG,57.0,7.0,17.623,941.76105,False,0.1416338117342473,-0.28811633606700937,vl_5748
vl_5024,9.836442815041971e-05,0.2182209284927188,0.0011803731378050367,0.3697161888317224,TG 60:13,Glycerolipid,TG,60.0,13.0,14.704,971.71759,True,2.9279806824623087,-0.9086169217617908,vl_5024
