,ID,molec_class,550,551,552,553,562,568,569,570,571,582,650,651,652,653,690,691,692,713,714,715,superclass,ttpval,log_qval_tt,last_meal_rab_mean,last_meal_rod_mean,log2_fc_last_meal,log2_fc_rod-rab2rod,fa_carbons,fa_unsat,fa_carbon:unsat,is_sum_comp,Type,dummy,i
dl_922,TG 46:1,TG,21.9099622066626,20.065931055828997,17.79339779441732,18.523730474903314,19.998919952029016,20.87411974295442,20.256594196031152,18.40000456888127,21.07837261985032,19.90302753099798,20.98258991812154,20.142258352061454,17.33996875891178,19.06260453730305,18.93915336584734,21.646686232498023,18.313791625156885,18.32458340904191,21.53920951102811,20.36169977779986,Glycerolipid,3.2062408734875867e-06,4.711774690950434,18.25115445265936,20.59219418936237,-2.34103973670301,-0.018086101794459353,46.0,1.0,46:1,True,lipid,True,dl_922
dl_926,TG 52:5,TG,22.40613904654023,20.37484381902634,19.93373125985467,20.234456479537048,20.933107616601635,21.459824134461197,20.76289839356254,20.393076360963406,21.77902880091679,21.455724234544384,21.60422887923381,20.807102614223314,19.803927496520235,19.638840619615,20.04476611627275,22.782849760145464,20.07869176907384,20.366536051723518,22.70175941533218,21.154868323076418,Glycerolipid,0.0008494990254474883,2.6647026277336665,20.06418000532682,21.405164704149005,-1.3409846988221865,-0.20570546390639777,52.0,5.0,52:5,True,lipid,True,dl_926
dl_929,TG 18:0_20:4_22:6,TG,21.711621649618127,19.232849642323142,18.24202943333918,18.50847139383716,18.439314487588632,19.34340673744101,17.572077961154363,17.653936583732797,19.927836067453455,19.809228605822536,20.20684638646448,19.16711823452097,18.915025957190064,19.26588201325254,17.72402693599181,21.81634267120332,18.550325833477498,19.24273933862704,22.390527730020963,20.135587333144304,Glycerolipid,0.06178935477025505,1.0528293257718555,18.625487221922324,19.80590649559593,-1.180419273673607,-0.8063127174050777,60.0,10.0,60:10,False,lipid,True,dl_929
dl_930,TG 48:2,TG,24.626448762123367,22.899056722769654,21.645120832388088,22.05040195842639,22.941606605921944,23.749191826835606,23.071570198384556,22.027364894589763,23.949490477321437,22.954492879895017,23.69710331568715,22.97035745277127,21.27955872578675,21.121430521742628,21.971594116347788,24.384427534037986,22.092375021423383,22.168436403098887,24.35110746083796,23.33756092900001,Glycerolipid,3.823914611448431e-05,3.8194718006183566,21.769241193922273,23.454154483225672,-1.684913289303399,0.003954504255581526,48.0,2.0,48:2,True,lipid,True,dl_930
dl_933,TG 50:3,TG,26.008384166375006,24.759387593941494,22.74648038374357,23.011529591533048,24.90884849282409,25.623660944751748,24.467621469564385,23.12341482968686,25.397543033828242,25.198355110019076,25.675729664894583,24.962787299934895,22.37816536687034,22.20316533657281,23.958368628667888,26.125340312720855,22.868265558263303,23.84804521376189,25.620867729860066,25.629231202794692,Glycerolipid,1.0713619869762727e-07,5.982072674377109,22.882723754347403,25.256625050013614,-2.3739012956662116,-0.13389211914967447,50.0,3.0,50:3,True,lipid,True,dl_933
dl_937,TG 52:4,TG,28.722731457879192,26.72598443567428,26.838459164932694,27.207692974598412,26.51050728241756,27.13124091416054,26.46606600306234,27.33244800560636,27.659489023887375,26.686456071487644,27.431414456407378,26.86230590688706,26.95393638235263,26.751747531739362,26.125340312720855,28.865259224276407,27.101493570766486,27.160387259820055,28.686456071487644,27.73892349138178,Glycerolipid,0.40683165281351197,0.34044626564882147,27.049452127116574,27.354782665517696,-0.30533053840112245,-0.48935821692176873,52.0,4.0,52:4,True,lipid,True,dl_937
dl_938,TG 54:5,TG,27.891570501392255,26.273198578654085,25.84804521376189,26.173789964422543,25.922523429721167,26.67303555572532,26.113466212432563,26.445690829494882,26.95393638235263,26.34435009466265,26.90884849282409,26.21511999249848,26.40730200029057,25.57830726763202,25.141021934953123,27.88576487971105,26.22435031855202,26.040093026102344,27.6997528941011,26.931568569324174,Glycerolipid,0.08516777219270608,0.9306850597376294,26.10251123146518,26.68878134756559,-0.5862701161004118,-0.20100125748190578,54.0,5.0,54:5,True,lipid,True,dl_938
dl_941,TG 50:3,TG,23.931568569324174,19.23756771566157,23.44253048860155,24.20955331662394,18.655399573613277,18.101389662204188,20.05021170684139,24.03590522913891,23.480005194020215,19.85969511035473,20.038490577386654,20.01758724207268,23.323885992102934,22.939794716077195,18.27672788720888,24.044268702073538,23.931568569324174,23.138024375798878,23.759387593941494,19.710896360263888,Glycerolipid,0.004018070962085864,2.0940501936834015,23.574466098238226,20.704861222689747,2.869604875548479,-0.5008686511550664,50.0,3.0,50:3,True,lipid,True,dl_941
dl_943,TG 16:0_18:1_22:6,TG,27.150737089786336,25.24263567157977,23.02532990544854,23.654034593795267,24.91797950457622,25.59263404913112,24.39100018796147,23.467621469564385,25.751747531739362,25.744066794657737,25.960579655983242,25.723382640486,23.88576487971105,23.540377811999697,24.29614100162003,27.253496664211536,22.710878755610374,23.467621469564385,27.160387259820055,26.2298602999443,Glycerolipid,7.418028823975981e-06,4.429386425060218,23.393089840813385,25.801126796269013,-2.4080369554556285,-0.5624316113777077,56.0,7.0,56:7,False,lipid,True,dl_943
dl_947,TG 58:8,TG,25.45826341486615,24.187069302472562,21.66763736685298,22.291054704776066,23.310080192577903,24.202097511704892,22.99091833713649,22.16594742728688,24.39100018796147,24.581184028387582,25.171882898657884,24.59263404913112,22.845951127458203,22.100536406671818,22.45676341043879,26.00624525561867,21.576584010905897,22.423700001232543,26.07724602451981,25.08537390540321,Glycerolipid,4.2581787994816836e-05,3.7833491666082226,22.153058720740628,24.500827578375116,-2.347768857634488,-0.7382700227558061,58.0,8.0,58:8,True,lipid,True,dl_947
dl_948,CE 20:4,CE,21.731422710646132,22.56316476781205,21.540273068064447,21.44221399290936,22.325882270028863,22.468603998277278,22.176286092384064,21.251604913997053,21.99012811482761,22.144789963229016,21.813081072804465,21.729402010507084,21.986744430459918,21.895799009156452,21.87144849442501,21.655477558939996,21.42913045161161,21.319488419387287,21.53736152009949,21.35035131694339,Sterol Lipid,0.022696696188841563,1.434197513499639,21.552179183655163,21.950569222378803,-0.3983900387236403,0.5405193735046225,20.0,4.0,20:4,False,lipid,True,dl_948
dl_950,TG 54:5,TG,22.99807908165606,22.13753133526538,23.005948112893336,23.29614100162003,21.86636783859965,22.321194284792526,20.366527165316892,23.44253048860155,22.707439596836036,22.081252436440547,22.45129683974736,22.07626773052621,22.865405885742813,22.855731320124583,19.658331580224907,22.828431622505814,23.377824799213737,22.805139590503266,22.42328210220323,22.72742642792229,Glycerolipid,0.013254331871727578,1.6475989311919146,23.092674456957045,22.04949446477207,1.0431799921849745,0.04083562646508909,54.0,5.0,54:5,True,lipid,True,dl_950
dl_955,TG 49:2,TG,23.09345657618652,21.423237304378716,21.350341703255346,21.874486901813256,21.04959686198511,22.080914722548457,21.329958962408973,21.870534610423395,22.179157016577815,21.655416169873106,22.267009376691675,21.38211725986164,20.915695138994398,20.996572518765326,20.534393551556878,23.416995396494414,21.506683381540064,21.413762356327886,23.36452797660028,21.92030446336403,Glycerolipid,0.13388277448269445,0.7608360744810856,21.418296658731382,21.976698895271355,-0.5584022365399726,-0.317309773529292,49.0,2.0,49:2,True,lipid,True,dl_955
dl_956,TG 51:3,TG,24.316999606517694,22.643243736616036,22.41222774306197,22.843411524430728,22.461502223530424,23.323885992102934,22.258314285276366,22.82091135083723,23.492283523798655,23.091138894214986,23.632008287465265,22.87095068489325,22.39179565480655,22.27808514281005,21.94008907488684,24.92705308820168,22.58628333125453,23.081431644663752,24.648559463729114,23.58692039793673,Glycerolipid,0.06962627843060903,1.0067476423118624,22.630592341694975,23.322534558397688,-0.6919422167027136,-0.5170204144630404,51.0,3.0,51:3,True,lipid,True,dl_956
dl_961,TG 56:6,TG,25.801933288907577,24.019031410574513,23.552154979776052,23.528503711711405,23.718164931214982,24.46138951585287,22.89043893012988,23.19685909941757,24.632008287465265,23.598325161208976,23.84804521376189,23.88576487971105,22.422039187089737,23.36452797660028,22.77984456168261,25.766987409799654,23.632008287465265,24.141021934953123,25.7745474011125,24.26069216561574,Glycerolipid,0.051761714542829275,1.1179428078328029,23.405302168144775,24.26439793515673,-0.8590957670119543,-0.2257957683252343,56.0,6.0,56:6,True,lipid,True,dl_961
dl_962,TG 53:4,TG,24.473826619091092,22.346694641949416,23.0249601897838,23.253496664211536,22.117736291286707,22.97901274535011,22.017866573535265,23.35110746083796,23.2133164859966,22.71216991657605,23.504458237744757,22.589903877876704,22.862994720976186,22.637286377073455,21.481425673889493,24.88576487971105,22.815112319982415,23.310080192577903,24.733761786266,23.575424759098897,Glycerolipid,0.8338955667250977,0.06792764015720983,23.036433989349035,23.125489422182472,-0.08905543283343675,-0.6245579728427835,53.0,4.0,53:4,True,lipid,True,dl_962
dl_968,TG 58:7,TG,23.949490477321437,22.24559511889541,21.072583662467313,21.88412157454182,21.565899410675105,22.44424570822397,21.599738848400538,21.114744099544616,22.91302266889996,22.384414873048854,23.094528705498583,22.171880369283027,21.134963065149588,21.215136116220027,20.96454532239892,24.246265094980462,20.663984632698813,21.546926034600332,24.07724602451981,22.65862760761648,Glycerolipid,0.0024341033498833523,2.2803422219608667,21.233208455031786,22.63965386382789,-1.4064454087961025,-0.42564783898307823,58.0,7.0,58:7,True,lipid,True,dl_968
dl_976,TG 48:1,TG,24.55800770602149,22.748451196553,20.704612280624943,21.49473560779211,22.797105782133627,23.664922909938003,23.14932347142261,21.488464185044084,23.967192479054894,22.881544273489787,23.654034593795267,23.078716264090673,20.41698325719507,20.593876792500772,21.90421196612213,24.51050728241756,21.505513531542135,21.822105903987577,24.40405634078692,23.214697249144937,Glycerolipid,2.5988648804444855e-06,4.777681271577042,21.146613079812386,23.425597808843914,-2.278984729031528,-0.06581616578147376,48.0,1.0,48:1,True,lipid,True,dl_976
dl_977,TG 46:0,TG,22.168595158508225,20.229138661395453,18.650791000648493,19.231017487491002,20.274681102137805,21.207968689381072,20.825057792242067,19.318708768427797,21.574977017894064,20.121491030199394,20.91303625437535,20.431560250702535,18.263073270637673,18.552921188052622,19.13270741436718,21.88360799499199,19.13699044367448,19.00773427510735,21.758696124153165,20.295392978493815,Glycerolipid,2.5136098402175285e-05,3.974010692011415,18.8801766334342,20.83207003606478,-1.9518934026305814,0.17872499026096023,46.0,0.0,46:0,True,lipid,True,dl_977
dl_978,CE 18:2,CE,21.498953420106552,22.77401742451263,22.95658329303955,22.429226961225424,22.700650301401282,22.21843759517109,22.9707385614167,22.962548097503866,22.155557309196624,22.255223053025343,22.27836129377904,22.150585604508812,22.81674258181628,23.153098018907894,22.78825568532418,21.586970101817663,22.902310477269598,22.33667838985343,21.58207334964967,21.52280830893251,Sterol Lipid,0.011666575242117193,1.6960645254966813,22.793883974230862,22.19097169298785,0.602912281243011,0.38281156144995876,18.0,2.0,18:2,False,lipid,True,dl_978
dl_980,TG 50:2,TG,26.838459164932694,25.467621469564385,24.82395959523758,25.445690829494882,25.51050728241756,26.24263567157977,25.654034593795267,25.367863689163535,26.33585863376901,25.81909384006576,26.342655796122774,25.6997528941011,24.718164931214982,24.33756092900001,24.89504269329906,27.188956412016825,25.410540374357115,25.101493570766486,26.347732734057303,26.135161283531883,Glycerolipid,0.001139672845804492,2.5702536752015,25.029324845604943,26.036731728404106,-1.0074068827991631,-0.12037735131323402,50.0,2.0,50:2,True,lipid,True,dl_980
dl_982,TG 52:3,TG,28.719471128715604,27.34942108421007,26.645814086990296,26.97596268868263,27.226189318215802,27.986851004825365,27.11147765933911,27.160387259820055,28.193663414694353,27.82638633263212,28.150737089786336,27.666278189550013,26.60399391129567,26.3661967969609,26.964991570861624,29.2669589240181,26.97596268868263,27.198355110019076,29.037477077895332,28.40730200029057,Glycerolipid,0.0010242192965270944,2.6003733094675194,26.846667506064467,27.992861907310335,-1.146194401245868,-0.4756060550242758,52.0,3.0,52:3,True,lipid,True,dl_982
dl_985,TG 54:4,TG,28.25799805644648,26.575424759098897,25.507485930442325,26.32731689750321,26.2298602999443,26.92025325609634,26.504458237744757,26.34942108421007,27.340959505461875,26.632008287465265,27.415384346588432,26.541855226405197,25.42021210917796,25.357833324026274,25.612455490043867,26.168061187705476,26.123368070389247,26.021151462448884,28.024325710244028,27.415384346588432,Glycerolipid,0.004344237480880464,2.0650964238864176,25.872398411171137,26.89526374691026,-1.022865335739123,0.060083577631413476,54.0,4.0,54:4,True,lipid,True,dl_985
dl_994,TG 58:7,TG,21.49541171908292,20.506022445408608,18.410620474495566,18.850751025566115,20.167164396142855,20.19440144784432,20.023859629881944,18.871828199384836,21.12954765176173,21.09471108907634,21.506056349631223,21.254676106264682,19.260529934294407,19.35477528271187,19.325000938433824,21.87265903871582,17.414531814966875,19.34211853175153,22.069443329760755,21.414086232944175,Glycerolipid,1.4270303904681645e-05,4.184159785530416,18.7864507518816,20.92715695191917,-2.1407062000375703,-0.5815891355966976,58.0,7.0,58:7,True,lipid,True,dl_994
dl_996,TG 56:6,TG,21.417232866193572,19.52354785951242,17.91786672172017,18.215819102605288,19.49070034723757,19.93670360577984,19.450364954356633,17.962695686826407,20.45686086386243,19.778848657020934,20.440515929846743,19.949137932199452,18.074546102223405,17.536217534937965,18.840845540351232,21.539640545074803,18.254009648446623,18.618662842496832,21.55031315842829,19.890473253997285,Glycerolipid,9.413285352446929e-06,4.339297679133477,18.082831091322383,20.174245039527783,-2.0914139482053997,-0.3607364189405793,56.0,6.0,56:6,True,lipid,True,dl_996
dl_998,TG 56:4,TG,21.521137853610515,20.135131652894543,20.66287776484241,21.3003106049812,19.88869833994088,20.72702918946059,19.711244177997603,20.59277396528954,20.98067282944445,20.547189366356836,21.222186258963507,20.4091920090217,20.127165720963745,20.91539857174861,19.0850073196257,20.441253940724142,21.146504451795114,21.82824071908824,19.420988193250473,21.37411339272423,Glycerolipid,0.1280128830389255,0.7771763960571396,20.939038828386977,20.420295732616548,0.5187430957704287,0.1761293490015312,56.0,4.0,56:4,True,lipid,True,dl_998
dl_1000,TG 49:1,TG,22.859938608826297,21.140654202676902,20.32849103899543,20.7650107491657,20.756217427086856,21.744944975607677,21.129332772259943,20.996607256658667,21.921716963214998,21.26020574236808,22.040113909484628,21.132698602346753,19.81533417738344,20.129813614972974,20.366975961268995,23.245667449115654,20.608006953905043,20.658839353457672,23.231676098268867,21.633328168973428,Glycerolipid,0.0030493633804300462,2.1882627343037666,20.471729020648418,21.727959298576852,-1.2562302779284344,-0.3970275517610453,49.0,1.0,49:1,True,lipid,True,dl_1000
dl_1003,TG 47:0,TG,21.012249240572803,19.260600596908386,18.598287702452325,19.227268802510874,18.772290693135933,19.921833783422716,19.22100824803461,19.357385372162838,19.991698781377995,19.20898956237459,19.871661963393702,18.89139968019162,18.282317962077162,18.67795206572003,18.43695692043578,21.093841516858305,19.10290904740632,18.54291850506393,21.37925422781389,19.32574732455916,Glycerolipid,0.028216982171648947,1.3461804612487387,18.827005636770497,19.722117887621497,-0.8951122508509997,-0.2061906189953575,47.0,0.0,47:0,True,lipid,True,dl_1003
dl_1007,TG 51:2,TG,24.40405634078692,22.938392692787904,22.267007346018364,22.644702014751747,22.401920911487053,23.528503711711405,22.627760262762703,22.716489131753033,23.58692039793673,23.21932852398897,23.90426122332844,23.099852788027484,21.765142305873937,21.763657896222682,22.13577584484512,24.84804521376189,22.540163453454305,22.836032593248913,24.707672557397338,23.73892349138178,Glycerolipid,0.004989896591171326,2.007591026445639,22.36188496304614,23.472416458477213,-1.110531495431072,-0.49524811386724465,51.0,2.0,51:2,True,lipid,True,dl_1007
dl_1010,TG 52:4,TG,24.06085158626914,21.18400686294053,21.17520103473802,21.836154745728756,21.172467991455797,21.966350294758684,20.67391154742024,22.30259855563363,22.465149611499307,21.872546350329454,22.091307923695393,21.394398334697037,21.43568844201027,21.290633019627467,20.752616394892165,24.125340312720855,21.64044154703249,22.00873635094549,23.809312819273178,22.58603705690599,Glycerolipid,0.30793336527492615,0.43960712338956487,21.669921956530874,22.16571516052752,-0.4957932039966444,-0.546223438744132,52.0,4.0,52:4,True,lipid,True,dl_1010
dl_1011,TG 53:3,TG,24.718164931214982,23.03734029650648,22.76017782196556,22.948190458484987,22.794301720785565,23.609640474436812,22.75865079947321,22.997729258148716,23.809312819273178,23.480005194020215,24.148799285544843,23.29614100162003,22.48283800862218,22.326941481755693,22.191216277931574,25.33415432755676,22.781777998340786,23.267851957188608,25.109486361520016,24.23899709451642,Glycerolipid,0.02185182560793635,1.4462633130532816,22.795072426358075,23.732785429569237,-0.9377130032111616,-0.594930072061068,53.0,3.0,53:3,True,lipid,True,dl_1011
dl_1021,TG 56:5,TG,23.480005194020215,21.1119543861422,20.627248502453487,20.871480412267417,20.807396337244096,21.879364844799948,20.80307044862432,18.391054295460407,22.042235811092727,21.606969040237423,21.88949685734137,21.24786260145845,20.26714033593506,20.277107800220787,20.08255388342039,23.643063475974262,20.879636640312363,21.622181713679737,23.69710331568715,22.02005103693031,Glycerolipid,0.011356131264049087,1.703082386768217,20.419407100047035,21.870086710228684,-1.4506796101816484,-0.42083194815995384,56.0,5.0,56:5,True,lipid,True,dl_1021
dl_1029,TG 52:2,TG,28.549954071582782,27.008384166375006,25.60399391129567,25.97596268868263,26.986851004825365,27.73892349138178,26.97596268868263,26.20396507836166,27.795754713978454,27.3745120651729,27.94837685701073,27.3661967969609,25.36452797660028,24.97596268868263,26.421817779951258,28.798847309033835,26.11941547876375,26.440947718238863,28.535194914310367,27.95947456589406,Glycerolipid,1.1449342432920436e-05,4.267223335630238,25.812110791517927,27.65078849424308,-1.8386777027251533,-0.34826915119367996,52.0,2.0,52:2,True,lipid,True,dl_1029
dl_1031,TG 50:1,TG,26.777058620268548,25.194602975157967,23.707672557397338,24.310080192577903,25.08537390540321,25.984679905783736,25.38112994393741,24.467621469564385,26.06085158626914,25.278525458703058,25.929312595383806,25.267851957188608,23.69710331568715,23.416995396494414,24.44253048860155,26.942795824747428,24.455130525381186,24.29614100162003,26.82638633263212,25.601162320512508,Glycerolipid,3.589448605431426e-05,3.8415572152038773,24.050106351246058,25.75171245496839,-1.7016061037223338,-0.15468910143628278,50.0,1.0,50:1,True,lipid,True,dl_1031
dl_1033,TG 48:0,TG,24.303127431936137,22.69384905871658,21.557703517393385,22.240945181136567,22.48681987649429,23.540377811999697,22.95688107486303,22.222938045239147,23.492283523798655,22.617677197674066,23.14202420191543,22.48332926623013,21.588919242410512,21.026866837205503,21.563594251590647,24.171882898657884,22.27059508799389,21.61244095660392,24.17949608276776,22.675845850998684,Glycerolipid,0.0009954858276193309,2.6094032383919097,21.788629838283274,23.100552963664846,-1.311923125381572,0.11983066637550266,48.0,0.0,48:0,True,lipid,True,dl_1033
dl_1034,TG 56:4,TG,23.838459164932694,22.512904785629477,21.91104432190921,21.50937881109617,21.598883011900604,22.82125890965562,21.820051320097093,22.28955592881264,22.962117719253726,22.346675094679643,23.121331464124037,22.066504166737055,20.963834849438385,21.59124175365436,21.233493437058865,23.97596268868263,21.620124581859347,21.712154930405404,23.809312819273178,22.73677482782264,Glycerolipid,0.00920910240404503,1.7869562401683545,21.656762168167933,22.680286877680558,-1.0235247095126248,-0.266703709261801,56.0,4.0,56:4,True,lipid,True,dl_1034
dl_1036,TG 54:3,TG,27.516531070045332,26.280296723555253,24.779565475879124,25.278525458703058,25.79203482784134,26.777058620268548,26.169973308649254,25.410540374357115,26.931568569324174,26.372852841251213,27.169973308649254,26.46138951585287,24.833642148634915,24.73892349138178,25.056723700646465,27.964991570861624,25.105495501323983,25.17949608276776,27.795754713978454,27.081315688828855,Glycerolipid,5.887379011288233e-05,3.7012965776336135,25.046598361863964,26.720804958442507,-1.6742065965785429,-0.37307485062171253,54.0,3.0,54:3,True,lipid,True,dl_1036
dl_1040,CE 18:1,CE,19.3825238989839,20.03859182643443,18.16424193337228,18.00939058129171,19.521967071222736,19.715903472223435,20.5162638610651,18.259506155818624,18.934181078853527,20.00653495188819,21.04176802108184,19.94829255035639,18.201341299008345,18.223340581868232,20.92016313168916,20.40555490656354,18.076808131523,17.88107072423631,18.448451982836517,18.7725372973284,Sterol Lipid,3.0540123933326894e-05,3.9007187751732353,18.116528486731216,19.81944108080978,-1.7029125940785654,-0.19194233964197593,18.0,1.0,18:1,False,lipid,True,dl_1040
dl_1041,TG 56:4,TG,21.374052521678593,19.58527903606442,20.883503987143033,20.25486120292987,20.081283565870486,20.557646302448152,20.38928337121657,21.203913994780024,20.85319965538531,20.083084160410518,19.868821040263857,20.010229801848183,20.723810841320848,20.50944291932163,19.11067044026829,21.34142341625638,20.786511114999918,20.35034192503569,21.237310291950422,20.68624729776884,Glycerolipid,0.34065777028916167,0.4052214640137492,20.673197997933,20.398348530879232,0.274849467053766,0.041906087141725834,56.0,4.0,56:4,True,lipid,True,dl_1041
dl_1047,TG 56:3,TG,19.69291168074522,17.706988166913753,20.634337237173266,20.80813470979718,16.553100349013278,18.236305252019356,18.386010649937827,20.748098036095783,18.50166445536096,17.201273310813075,18.6130865789605,17.56479669716658,20.360271692448222,20.57825798870485,16.19089983378177,19.616694435310823,20.48098613575184,20.438348190600173,19.049810975942442,18.08647570098949,Glycerolipid,1.0423194848705936e-05,4.3015689138566975,20.578347712938758,18.107693698996545,2.4706540139422124,-0.14721015157715556,56.0,3.0,56:3,True,lipid,True,dl_1047
dl_1051,TG 58:5,TG,18.859998739834445,16.193881598703033,18.4731856464966,18.94200003514168,16.15708481175398,16.750770442896926,16.243083991893545,19.75001897613839,17.821483954801995,16.271738490445678,17.38114657213994,16.830079421119173,18.315290909755376,17.994834309753443,15.316328373313592,19.3297596479304,19.232915880490633,18.50670533367623,18.381576314895923,16.852402240230017,Glycerolipid,0.0032119780135023966,2.171413834610338,18.744993013064622,17.10687189230451,1.6381211207601112,-0.44882847155775707,58.0,5.0,58:5,True,lipid,True,dl_1051
dl_1052,TG 53:2,TG,23.984679905783736,22.24919830901422,21.43254190599524,21.726709819815497,21.93418298991692,22.880680551789833,22.236396045896196,22.00663467181236,23.106881725606378,22.571266838815788,23.552154979776052,22.73861409472125,20.340243927262026,20.363874365722786,21.452448413149245,24.626448762123367,21.65350037203337,22.335712846276454,24.274976391621987,23.33756092900001,Glycerolipid,0.0012864421849204171,2.5333238072589364,21.408459701273962,22.995806918247304,-1.5873472169733418,-0.6213263521858288,53.0,2.0,53:2,True,lipid,True,dl_1052
dl_1057,TG 51:1,TG,23.40405634078692,21.453214880100994,20.62319176498639,20.925904202922183,21.055133927868226,22.342929443484433,21.516532691633646,21.105250578216317,22.47337416009715,21.8264031347184,22.619851931316806,21.6592827880315,19.897965893542942,19.86914810928575,20.569747965740007,23.931568569324174,21.02441427500744,21.369989632465334,23.675729664894583,22.147098282371388,Glycerolipid,0.001977475764753356,2.3587518001880152,20.68798063663234,22.205763367720632,-1.5177827310882925,-0.4236449271335836,51.0,1.0,51:1,True,lipid,True,dl_1057
dl_1059,TG 49:0,TG,21.514902786221516,19.59871191412621,18.92196823076258,19.185381691639208,19.17509443571682,20.34364905905153,19.52337476878826,18.906116961966223,20.413530696371765,19.73848394868942,20.472506304566014,19.413221516373284,18.198698863425612,18.25956470294949,18.429389487869425,21.736350315024673,19.25251773180279,18.70872037490089,21.899847887816698,19.837937094645515,Glycerolipid,0.0036627334172858812,2.12558930920627,18.776138365349542,20.16130770886624,-1.3851693435166972,-0.25424482357800215,49.0,0.0,49:0,True,lipid,True,dl_1059
dl_1061,TG 55:3,TG,21.5195721146614,19.69203214038227,19.79087545279105,19.296795781202764,19.609665893056814,21.08864415297384,19.482384748458106,19.834142859533237,21.24797975351331,20.07168993664187,20.962988041351064,20.950822615235044,18.977876142803073,18.89632575066061,19.100811170587967,21.9277669466525,19.69461828987956,20.00060844123334,21.676680977804807,20.37880135476248,Glycerolipid,0.009068400944332583,1.7912367592080316,19.498748959729088,20.59306460354473,-1.0943156438156407,-0.445554412062652,55.0,3.0,55:3,True,lipid,True,dl_1061
dl_1069,TG 56:4,TG,20.041128392109062,17.92381175305595,16.951215090044727,17.177640192408848,16.838122430931133,18.40705073778418,18.261124171010806,17.470514038896724,17.970657832977015,16.874817718425778,17.553444415771587,18.395848093896316,16.88200360125249,16.617740134486503,15.780490008141864,19.81859188687543,17.92224289520412,18.523199797334627,20.043922655270894,17.92695657813665,Glycerolipid,0.15252868481686058,0.7132639632114275,17.36350796423258,18.14122820572205,-0.7777202414894724,-0.20796422021156147,56.0,4.0,56:4,True,lipid,True,dl_1069
dl_1070,TG 18:3_18:2_23:0,TG,16.75200333769226,13.798505080516986,17.590202712762828,18.21076801243323,13.783483333854866,14.246806666327771,14.025735901513144,18.5913857795518,15.380579743993913,14.78142181365191,14.999456129852183,13.908298848178296,17.348362662130775,16.98475579663859,13.16985883898887,15.656004549527715,18.301259801408616,16.74339799082168,16.86114131629039,14.727398550200618,Glycerolipid,9.067118517621684e-06,4.3489390317447665,17.681447536535362,14.77620723927607,2.905240297259292,-0.20580696109431962,59.0,5.0,59:5,False,lipid,True,dl_1070
dl_1073,TG 54:2,TG,26.426624097692194,24.528503711711405,22.685030462134815,23.107188840836923,24.310080192577903,25.267851957188608,24.563836784823685,23.33756092900001,25.470727380432205,24.707672557397338,25.707672557397338,24.913421222613916,22.605154536602278,22.64340350401098,23.35110746083796,26.67303555572532,23.253496664211536,23.552154979776052,26.55362038878055,25.429819436852,Glycerolipid,2.077109164541329e-05,4.038006813439511,23.026284273796083,25.223382561848496,-2.1970982880524126,-0.3987846729645135,54.0,2.0,54:2,True,lipid,True,dl_1073
dl_1079,TG 58:4,TG,20.19906731886811,18.15999361860188,17.041775610940462,17.362194814642653,17.555815436244178,18.844865381974838,18.393574127495697,16.64369232750712,18.76749052309816,17.064250651393525,19.516641603373717,18.464937688908297,16.839317727073094,16.78806662041342,16.941405103298816,20.498419466666334,17.10733406909904,16.82056751461901,20.044328680914756,18.58921934637088,Glycerolipid,0.0008758751140715545,2.654856501488136,16.943278383470687,18.695385303631475,-1.752106920160788,-0.5827219257302687,58.0,4.0,58:4,True,lipid,True,dl_1079
dl_1080,TG 52:1,TG,26.61806909650739,24.637546471006697,23.122437949367875,23.429819436852,24.581184028387582,25.49533684777621,24.92705308820168,23.620867729860066,25.789549564451747,24.922523429721167,25.949490477321437,25.019031410574513,22.555448265347977,22.52579608470597,23.664922909938003,27.0296006522847,23.72858154716032,24.101493570766486,26.850431806598767,25.5314814115113,Glycerolipid,4.8640914925824096e-05,3.7558832389067,23.297777797722954,25.462786245713936,-2.1650084479909815,-0.39255084574490695,52.0,1.0,52:1,True,lipid,True,dl_1080
dl_1083,TG 56:3,TG,23.528503711711405,21.649846969314705,20.373067030335267,20.938606485371295,20.444816711534433,22.293102373775803,21.792920552812767,21.295048965233686,22.64104962050545,21.634644196567077,22.820184927747423,21.56777084196372,20.26294917903366,20.216509632114537,20.527878687648673,23.609640474436812,20.71201764423577,20.474505075545025,23.718164931214982,22.24702454460564,Glycerolipid,0.0015117676562436378,2.466298262456511,20.61038628740989,22.19042681106453,-1.5800405236546382,-0.41727014371407023,56.0,3.0,56:3,True,lipid,True,dl_1083
dl_1084,TG 50:0,TG,24.691789515790685,22.58997216878172,20.966078408785208,21.587258259992495,22.44467347024346,23.429819436852,23.005784191141032,21.470205262432575,23.73892349138178,22.7374810218671,23.72858154716032,22.724689083193997,20.62869387802566,20.604815832703583,21.5006823457351,24.794515817345097,21.65170827652511,21.49090513970111,24.620867729860066,23.116766498550664,Glycerolipid,4.312249836123937e-05,3.7830703393014193,21.199952151166535,23.317272793684847,-2.1173206425183118,-0.1802871756326212,50.0,0.0,50:0,True,lipid,True,dl_1084
