,feature_name,no_gluc_tol_pval,no_feeding_pval,no_cross_pval,no_gluc_tol_fdr_corr,no_feeding_fdr_corr,no_cross_fdr_corr,full_model_converged,no_gluc_tol_converged,no_feeding_converged,no_cross_converged,full_model_ll,no_gluc_tol_ll,no_feeding_ll,no_cross_ll,full_model_params,no_gluc_tol_params,no_feeding_params,no_cross_params
901,unknown_69758929_17251,,,,,,,True,True,True,True,-39.82646467260632,-44.12836446563604,-43.045126799892515,-43.04156729029789,"{'Intercept': 23.63235530692483, 'glucose_tolerance[T.impaired]': 0.012619041878334276, 'glucose_tolerance[T.normal]': 0.23729950210956763, 'bg_type[T.RBG]': -0.4266622189694355, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.640219497818318, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.48479539218546114, 'Group Var': 0.6201776076916549}","{'Intercept': 23.686124728285883, 'bg_type[T.RBG]': -0.009593391623182393, 'Group Var': 0.6932103500939936}","{'Intercept': 23.41902419744009, 'glucose_tolerance[T.impaired]': 0.332728790787501, 'glucose_tolerance[T.normal]': 0.4796971982023112, 'Group Var': 0.52508671281312}","{'Intercept': 23.42382089325169, 'glucose_tolerance[T.impaired]': 0.33272879078749745, 'glucose_tolerance[T.normal]': 0.4796971982023138, 'bg_type[T.RBG]': -0.009593391623184289, 'Group Var': 0.5251853158803911}"
902,unknown_7236048_17283,,,,,,,True,True,True,True,-51.74613798899439,-56.587059142992715,-53.86528894801201,-53.83229751855443,"{'Intercept': 21.829326222481853, 'glucose_tolerance[T.impaired]': -0.6406933434131188, 'glucose_tolerance[T.normal]': -1.0024701853247777, 'bg_type[T.RBG]': -0.4011284043660334, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.6723168629934845, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.513317942222433, 'Group Var': 0.13924941611643518}","{'Intercept': 21.308485513710334, 'bg_type[T.RBG]': 0.03769361557519536, 'Group Var': 0.321577987195025}","{'Intercept': 21.628762020298854, 'glucose_tolerance[T.impaired]': -0.3045349119163954, 'glucose_tolerance[T.normal]': -0.745811214213586, 'Group Var': 0.11438659281527139}","{'Intercept': 21.60991521251124, 'glucose_tolerance[T.impaired]': -0.3045349119163767, 'glucose_tolerance[T.normal]': -0.7458112142135664, 'bg_type[T.RBG]': 0.03769361557519915, 'Group Var': 0.11475776672996939}"
903,unknown_97884882_1736,,,,,,,True,True,True,True,-91.27823783620967,-95.13269485666738,-108.70906946348676,-92.19574991746559,"{'Intercept': 19.381441151682886, 'glucose_tolerance[T.impaired]': -0.8663622042730118, 'glucose_tolerance[T.normal]': -1.6597709512646703, 'bg_type[T.RBG]': 2.1040992140398713, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.2909501140101344, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.9864622405158258, 'Group Var': 0.5666581378891209}","{'Intercept': 18.616305859293448, 'bg_type[T.RBG]': 1.7613317089316352, 'Group Var': 1.1052140899506686}","{'Intercept': 20.433490758702845, 'glucose_tolerance[T.impaired]': -1.0118372612781075, 'glucose_tolerance[T.normal]': -2.1530020715226126, 'Group Var': 0.19851146396001199}","{'Intercept': 19.552824904237024, 'glucose_tolerance[T.impaired]': -1.0118372612781112, 'glucose_tolerance[T.normal]': -2.153002071522609, 'bg_type[T.RBG]': 1.7613317089316374, 'Group Var': 0.5402184370482268}"
904,TG_491_83677075_17435,,,,,,,True,True,True,True,-83.83008533541438,-89.6184738313152,-89.19970177993359,-89.09944800524634,"{'Intercept': 22.575571996072735, 'glucose_tolerance[T.impaired]': 0.4322334996242454, 'glucose_tolerance[T.normal]': 0.38650352961894413, 'bg_type[T.RBG]': 1.2144744550880193, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.3621389269432906, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -2.1042942661823107, 'Group Var': 0.46883779495989414}","{'Intercept': 22.868989451808638, 'bg_type[T.RBG]': 0.11254613837991201, 'Group Var': 0.4043657761569995}","{'Intercept': 23.18280922361675, 'glucose_tolerance[T.impaired]': -0.24883596384741838, 'glucose_tolerance[T.normal]': -0.6656436034722252, 'Group Var': 0.34600225266913437}","{'Intercept': 23.126536154426788, 'glucose_tolerance[T.impaired]': -0.24883596384740692, 'glucose_tolerance[T.normal]': -0.6656436034722176, 'bg_type[T.RBG]': 0.11254613837991391, 'Group Var': 0.34806225513696853}"
905,TG_182_182_190_91481732_1745,,,,,,,False,True,True,True,-84.243002940507,-88.34257071250748,-91.41182706951507,-86.15510605254666,"{'Intercept': 21.341471059556337, 'glucose_tolerance[T.impaired]': 0.13852385240546766, 'glucose_tolerance[T.normal]': -0.42050811775591407, 'bg_type[T.RBG]': 1.6193698316027043, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.9853268860260898, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.2484637508537189, 'Group Var': 0.03606245036425495}","{'Intercept': 21.326631362207902, 'bg_type[T.RBG]': 0.8770136384189108, 'Group Var': 0.2074353122247844}","{'Intercept': 22.15115597535772, 'glucose_tolerance[T.impaired]': -0.35413959060759403, 'glucose_tolerance[T.normal]': -1.0447399931827923, 'Group Var': 0.025995439396884472}","{'Intercept': 21.712649156148238, 'glucose_tolerance[T.impaired]': -0.3541395906075751, 'glucose_tolerance[T.normal]': -1.04473999318277, 'bg_type[T.RBG]': 0.877013638418911, 'Group Var': 0.11916715571457213}"
906,TG_512_86278656_17457,,,,,,,True,True,True,True,-76.02995368695103,-79.65838589066915,-83.19170159185087,-79.10726702086949,"{'Intercept': 23.91265714185856, 'glucose_tolerance[T.impaired]': 0.2541466337961898, 'glucose_tolerance[T.normal]': 0.0673332783221816, 'bg_type[T.RBG]': 1.3479331715622949, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.8988233571813756, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.3664894333347593, 'Group Var': 0.511583404587258}","{'Intercept': 24.053197114421103, 'bg_type[T.RBG]': 0.6252236063046533, 'Group Var': 0.5029111537076733}","{'Intercept': 24.586623727639715, 'glucose_tolerance[T.impaired]': -0.19526504479450404, 'glucose_tolerance[T.normal]': -0.6159114383452039, 'Group Var': 0.3426378322332082}","{'Intercept': 24.27401192448742, 'glucose_tolerance[T.impaired]': -0.19526504479452614, 'glucose_tolerance[T.normal]': -0.6159114383452292, 'bg_type[T.RBG]': 0.6252236063046533, 'Group Var': 0.4330297289222977}"
907,TG_150_160_160_81075543_17461,,,,,,,True,True,True,True,-77.79764419492308,-83.52067883205798,-89.15412023225646,-82.72332939635537,"{'Intercept': 21.721187715137056, 'glucose_tolerance[T.impaired]': 0.07850391480683103, 'glucose_tolerance[T.normal]': 0.2013383955619204, 'bg_type[T.RBG]': 0.09597583099102333, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.1798157102427187, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.8214160520518463, 'Group Var': 0.5191137815086466}","{'Intercept': 21.800707351652864, 'bg_type[T.RBG]': -0.8582152345407051, 'Group Var': 0.4938654512752296}","{'Intercept': 21.76917563063259, 'glucose_tolerance[T.impaired]': -0.5114039403145398, 'glucose_tolerance[T.normal]': -0.7093696304640026, 'Group Var': 0.2687782910154231}","{'Intercept': 22.198283247902914, 'glucose_tolerance[T.impaired]': -0.5114039403145069, 'glucose_tolerance[T.normal]': -0.7093696304639736, 'bg_type[T.RBG]': -0.8582152345407053, 'Group Var': 0.3965132483735155}"
908,TG_181_180_225_95283173_17462,,,,,,,True,True,True,True,-79.42764735476014,-82.61169359264117,-92.06978184297382,-80.94124668734001,"{'Intercept': 21.360361173903538, 'glucose_tolerance[T.impaired]': -0.08419900459397187, 'glucose_tolerance[T.normal]': -0.5637567410551694, 'bg_type[T.RBG]': 1.709294337457561, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.6752779108558323, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.0205939680453038, 'Group Var': 0.3417553424335015}","{'Intercept': 21.205510323395522, 'bg_type[T.RBG]': 1.167536588420588, 'Group Var': 0.5017136977197821}","{'Intercept': 22.215008342632316, 'glucose_tolerance[T.impaired]': -0.4218379600218889, 'glucose_tolerance[T.normal]': -1.0740537250778257, 'Group Var': 0.1399587169762122}","{'Intercept': 21.631240048422057, 'glucose_tolerance[T.impaired]': -0.42183796002192403, 'glucose_tolerance[T.normal]': -1.07405372507786, 'bg_type[T.RBG]': 1.1675365884205822, 'Group Var': 0.3118868922129649}"
909,unknown_89181299_17469,,,,,,,True,True,True,True,-72.38395687467171,-78.39229439415406,-81.78172976903691,-77.76289705851589,"{'Intercept': 19.058361244293895, 'glucose_tolerance[T.impaired]': 0.2216783057053251, 'glucose_tolerance[T.normal]': 0.11801722614487213, 'bg_type[T.RBG]': 1.4821468744930815, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.1027049082033005, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.6931217646331356, 'Group Var': 0.8150098041574287}","{'Intercept': 19.192803842375557, 'bg_type[T.RBG]': 0.5921700674648046, 'Group Var': 0.7312041566438683}","{'Intercept': 19.799434681540447, 'glucose_tolerance[T.impaired]': -0.329674148396324, 'glucose_tolerance[T.normal]': -0.7285436561717124, 'Group Var': 0.5074117538844857}","{'Intercept': 19.50334964780806, 'glucose_tolerance[T.impaired]': -0.3296741483963308, 'glucose_tolerance[T.normal]': -0.7285436561717152, 'bg_type[T.RBG]': 0.5921700674648038, 'Group Var': 0.6249648044654356}"
910,TG_533_88880219_17471,,,,,,,True,True,True,True,-73.36217868302818,-79.8757511777013,-82.96563256828797,-79.07354752555698,"{'Intercept': 24.176720435063746, 'glucose_tolerance[T.impaired]': 0.2235670650936054, 'glucose_tolerance[T.normal]': 0.13378888865159919, 'bg_type[T.RBG]': 1.5123946634136956, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.0764292637104376, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.8553310377531178, 'Group Var': 0.6764027597444421}","{'Intercept': 24.31526174534085, 'bg_type[T.RBG]': 0.6031138240078557, 'Group Var': 0.6209661360950607}","{'Intercept': 24.93291776677057, 'glucose_tolerance[T.impaired]': -0.3146475667616026, 'glucose_tolerance[T.normal]': -0.793876630224944, 'Group Var': 0.40749578502146544}","{'Intercept': 24.631360854766637, 'glucose_tolerance[T.impaired]': -0.31464756676159267, 'glucose_tolerance[T.normal]': -0.7938766302249206, 'bg_type[T.RBG]': 0.6031138240078576, 'Group Var': 0.5042168667368631}"
911,unknown_92983545_17475,,,,,,,True,True,True,True,-73.22595436813852,-80.32020328999708,-80.28262361895828,-79.53363887808946,"{'Intercept': 21.36091430268237, 'glucose_tolerance[T.impaired]': 0.46621796590182035, 'glucose_tolerance[T.normal]': 0.36820351133194024, 'bg_type[T.RBG]': 1.2475567786437123, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.1532628572148058, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -2.0224773475402573, 'Group Var': 0.42678956294959}","{'Intercept': 21.66766398789967, 'bg_type[T.RBG]': 0.26642988052825545, 'Group Var': 0.3730092126981654}","{'Intercept': 21.984692692004206, 'glucose_tolerance[T.impaired]': -0.11041346270557491, 'glucose_tolerance[T.normal]': -0.6430351624381746, 'Group Var': 0.28084274675509363}","{'Intercept': 21.851477751740088, 'glucose_tolerance[T.impaired]': -0.11041346270557692, 'glucose_tolerance[T.normal]': -0.6430351624381823, 'bg_type[T.RBG]': 0.26642988052825556, 'Group Var': 0.29445252881930983}"
912,unknown_74962085_17475,,,,,,,True,True,True,True,-70.63814284516575,-73.85046258641752,-89.69034021429808,-71.96581776561185,"{'Intercept': 18.996477936585222, 'glucose_tolerance[T.impaired]': 0.03642028414506206, 'glucose_tolerance[T.normal]': 0.7032180912956951, 'bg_type[T.RBG]': 0.9410939184922285, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.42269699116267734, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.8452913671319331, 'Group Var': 0.5699970187045584}","{'Intercept': 19.15533169691688, 'bg_type[T.RBG]': 1.3215006874999546, 'Group Var': 0.8517171230297219}","{'Intercept': 19.467024895831315, 'glucose_tolerance[T.impaired]': 0.2477687797264151, 'glucose_tolerance[T.normal]': 1.1258637748616778, 'Group Var': 0.1771435169110354}","{'Intercept': 18.806274552081344, 'glucose_tolerance[T.impaired]': 0.24776877972640002, 'glucose_tolerance[T.normal]': 1.125863774861663, 'bg_type[T.RBG]': 1.3215006874999553, 'Group Var': 0.5318736979050304}"
913,unknown_6855896_17478,,,,,,,True,True,True,True,-47.18882928734648,-53.293072899086226,-50.07930321934019,-48.57978210415739,"{'Intercept': 21.911787460288984, 'glucose_tolerance[T.impaired]': -0.588789286885296, 'glucose_tolerance[T.normal]': -0.670162726742506, 'bg_type[T.RBG]': 0.03311003779183833, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.4440494684654406, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.044667685223458764, 'Group Var': 5.808609318466021e-10}","{'Intercept': 21.483360271497833, 'bg_type[T.RBG]': 0.24620123497986707, 'Group Var': 0.13094214320701628}","{'Intercept': 21.928342479184863, 'glucose_tolerance[T.impaired]': -0.3667645526525377, 'glucose_tolerance[T.normal]': -0.6924965693541972, 'Group Var': 2.44948629327342e-10}","{'Intercept': 21.805241861694924, 'glucose_tolerance[T.impaired]': -0.36676455265253627, 'glucose_tolerance[T.normal]': -0.6924965693541967, 'bg_type[T.RBG]': 0.24620123497988222, 'Group Var': 5.285535912088329e-10}"
914,unknown_38336713_1748,,,,,,,True,True,True,True,-64.00469298223537,-69.8122210279257,-69.63077284366265,-65.5813814035646,"{'Intercept': 19.651462773690927, 'glucose_tolerance[T.impaired]': -0.5858702344311478, 'glucose_tolerance[T.normal]': -0.8853515822688374, 'bg_type[T.RBG]': 0.7348681909748066, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.09703295969873255, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.8225949802440137, 'Group Var': 0.1866822744919654}","{'Intercept': 19.181457340021584, 'bg_type[T.RBG]': 0.5218327150766403, 'Group Var': 0.6065320869528087}","{'Intercept': 20.018896869178327, 'glucose_tolerance[T.impaired]': -0.6343867142805028, 'glucose_tolerance[T.normal]': -1.2966490723908417, 'Group Var': 0.11547201706367563}","{'Intercept': 19.757980511640017, 'glucose_tolerance[T.impaired]': -0.6343867142805115, 'glucose_tolerance[T.normal]': -1.296649072390851, 'bg_type[T.RBG]': 0.5218327150766374, 'Group Var': 0.1650809319908052}"
915,unknown_99385901_17505,,,,,,,True,True,True,True,-69.50673370814833,-73.34601589714528,-76.6368251599881,-71.31844253383163,"{'Intercept': 19.116269682145177, 'glucose_tolerance[T.impaired]': -0.17812114367009962, 'glucose_tolerance[T.normal]': -0.5395614142457764, 'bg_type[T.RBG]': 0.9493982016976309, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.21822325670489925, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.9788752676693756, 'Group Var': 0.36880842097037725}","{'Intercept': 18.919296827460975, 'bg_type[T.RBG]': 0.6445115198113037, 'Group Var': 0.5804248075943484}","{'Intercept': 19.590968782994025, 'glucose_tolerance[T.impaired]': -0.28723277202258884, 'glucose_tolerance[T.normal]': -1.0289990480805, 'Group Var': 0.23593786434406674}","{'Intercept': 19.268713023088356, 'glucose_tolerance[T.impaired]': -0.2872327720225694, 'glucose_tolerance[T.normal]': -1.028999048080482, 'bg_type[T.RBG]': 0.6445115198113042, 'Group Var': 0.3313762163015278}"
916,unknown_65957367_1758,,,,,,,True,True,True,True,-50.28810111199634,-55.97043499995651,-52.544821166747724,-52.433970451915556,"{'Intercept': 18.08495530658141, 'glucose_tolerance[T.impaired]': 0.2981243831285099, 'glucose_tolerance[T.normal]': 1.4167808391326722, 'bg_type[T.RBG]': -0.2978192006778215, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.4997392508854233, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.06755181451994705, 'Group Var': 0.7869612045913363}","{'Intercept': 18.5173736659722, 'bg_type[T.RBG]': -0.0614599381390993, 'Group Var': 1.6084880885494235}","{'Intercept': 17.936045706242506, 'glucose_tolerance[T.impaired]': 0.547994008571212, 'glucose_tolerance[T.normal]': 1.3830049318726925, 'Group Var': 0.7046395409007989}","{'Intercept': 17.96677567531206, 'glucose_tolerance[T.impaired]': 0.5479940085712026, 'glucose_tolerance[T.normal]': 1.383004931872689, 'bg_type[T.RBG]': -0.061459938139099314, 'Group Var': 0.7085115446222061}"
917,TG_565_92681738_17582,,,,,,,True,True,True,True,-64.65226459363858,-73.97756894821678,-73.89981842272839,-71.52078646248417,"{'Intercept': 23.859836224501237, 'glucose_tolerance[T.impaired]': -0.14814019444670257, 'glucose_tolerance[T.normal]': -0.6474766848384969, 'bg_type[T.RBG]': 0.48796354043518675, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.1043226410701443, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.6804779574420483, 'Group Var': 0.9894163286956223}","{'Intercept': 23.65627079031018, 'bg_type[T.RBG]': -0.40029337158829503, 'Group Var': 1.2690585277379867}","{'Intercept': 24.103817994718813, 'glucose_tolerance[T.impaired]': -0.700301514981757, 'glucose_tolerance[T.normal]': -1.487715663559516, 'Group Var': 0.6319722487013907}","{'Intercept': 24.30396468051297, 'glucose_tolerance[T.impaired]': -0.7003015149817753, 'glucose_tolerance[T.normal]': -1.4877156635595357, 'bg_type[T.RBG]': -0.4002933715882931, 'Group Var': 0.7117732576749838}"
918,unknown_96784436_17585,,,,,,,True,True,True,True,-62.55531363833454,-69.61314854562282,-71.51989710105762,-66.86730339482976,"{'Intercept': 21.95208375668216, 'glucose_tolerance[T.impaired]': -0.1871461587858716, 'glucose_tolerance[T.normal]': -0.8244665730156984, 'bg_type[T.RBG]': 0.12667894521569187, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.8027430445394287, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.2845625372457217, 'Group Var': 0.8446682055086078}","{'Intercept': 21.69361736268608, 'bg_type[T.RBG]': -0.5316050845031658, 'Group Var': 1.3072920972056277}","{'Intercept': 22.01542322929, 'glucose_tolerance[T.impaired]': -0.58851768105559, 'glucose_tolerance[T.normal]': -1.46674784163857, 'Group Var': 0.5398888796770127}","{'Intercept': 22.2812257715416, 'glucose_tolerance[T.impaired]': -0.5885176810556091, 'glucose_tolerance[T.normal]': -1.4667478416385757, 'bg_type[T.RBG]': -0.5316050845031649, 'Group Var': 0.684446069538517}"
919,unknown_94774585_17585,,,,,,,True,True,True,True,-45.66773973168331,-51.98553039610165,-53.68625319774186,-49.234036628755675,"{'Intercept': 22.308572301945542, 'glucose_tolerance[T.impaired]': -0.22347763233920684, 'glucose_tolerance[T.normal]': -0.6336261584213793, 'bg_type[T.RBG]': 0.06250182564654932, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.5488622747234471, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.8802680311044992, 'Group Var': 0.779975079220481}","{'Intercept': 22.070108254091664, 'bg_type[T.RBG]': -0.3879829179360731, 'Group Var': 1.2563734017185435}","{'Intercept': 22.339823214768845, 'glucose_tolerance[T.impaired]': -0.4979087697009508, 'glucose_tolerance[T.normal]': -1.0737601739736564, 'Group Var': 0.5201726526404237}","{'Intercept': 22.53381467373685, 'glucose_tolerance[T.impaired]': -0.4979087697009384, 'glucose_tolerance[T.normal]': -1.0737601739736424, 'bg_type[T.RBG]': -0.3879829179360722, 'Group Var': 0.6541124482285726}"
920,unknown_67358966_17602,,,,,,,True,True,True,True,-41.0859770762717,-44.242057357148,-46.15026685491536,-44.05413574053041,"{'Intercept': 20.555056418559293, 'glucose_tolerance[T.impaired]': -0.06369563064065263, 'glucose_tolerance[T.normal]': 0.258331412397451, 'bg_type[T.RBG]': 0.23913513773335415, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.2788443308240814, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.5362977201842537, 'Group Var': 0.014282573430811673}","{'Intercept': 20.574874885718454, 'bg_type[T.RBG]': 0.2712977591085518, 'Group Var': 0.0003334812550037313}","{'Intercept': 20.674623987425974, 'glucose_tolerance[T.impaired]': 0.07572653477139143, 'glucose_tolerance[T.normal]': -0.00981744769467663, 'Group Var': 1.3566433617701759e-09}","{'Intercept': 20.538975107871707, 'glucose_tolerance[T.impaired]': 0.07572653477138792, 'glucose_tolerance[T.normal]': -0.009817447694678693, 'bg_type[T.RBG]': 0.2712977591085292, 'Group Var': 3.5519773450968236e-08}"
921,TG_160_180_204_90080231_17608,,,,,,,True,True,True,True,-68.39632337342702,-76.02056840191479,-86.1384815840196,-73.62246658955716,"{'Intercept': 22.91814641496803, 'glucose_tolerance[T.impaired]': -0.13292123959590058, 'glucose_tolerance[T.normal]': -0.6023819046016582, 'bg_type[T.RBG]': -0.22806400566218055, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.0897919131191758, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.5299671103064787, 'Group Var': 0.6852271368989089}","{'Intercept': 22.731209414249754, 'bg_type[T.RBG]': -1.078953384283064, 'Group Var': 0.9499340837047789}","{'Intercept': 22.804114412136933, 'glucose_tolerance[T.impaired]': -0.6778171961554794, 'glucose_tolerance[T.normal]': -1.3673654597548917, 'Group Var': 0.2522946937381768}","{'Intercept': 23.343591104278477, 'glucose_tolerance[T.impaired]': -0.6778171961554872, 'glucose_tolerance[T.normal]': -1.3673654597549043, 'bg_type[T.RBG]': -1.0789533842830645, 'Group Var': 0.5244836172380484}"
922,unknown_92172937_17612,,,,,,,True,True,True,True,-47.17675446982328,-50.837637812688754,-66.985843368781,-48.620492924597,"{'Intercept': 21.155208207986817, 'glucose_tolerance[T.impaired]': -0.06237201102183828, 'glucose_tolerance[T.normal]': -0.5094819711837549, 'bg_type[T.RBG]': -0.6223571996294496, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.4059727885601475, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.5541145093294906, 'Group Var': 0.41953068093636164}","{'Intercept': 21.022125808239156, 'bg_type[T.RBG]': -0.9361664957754227, 'Group Var': 0.6954022612020321}","{'Intercept': 20.844029608172082, 'glucose_tolerance[T.impaired]': -0.2653584053019053, 'glucose_tolerance[T.normal]': -0.7865392258484943, 'Group Var': 0.09874771374712245}","{'Intercept': 21.31211285605979, 'glucose_tolerance[T.impaired]': -0.26535840530190785, 'glucose_tolerance[T.normal]': -0.786539225848492, 'bg_type[T.RBG]': -0.9361664957754195, 'Group Var': 0.38660885353457547}"
923,unknown_94182813_17613,,,,,,,True,True,True,True,-62.31693834649589,-69.71245044751986,-81.10071341628479,-67.38068473585999,"{'Intercept': 20.610832478377652, 'glucose_tolerance[T.impaired]': -0.053663817294850584, 'glucose_tolerance[T.normal]': -0.5363126357778868, 'bg_type[T.RBG]': -0.26133960373624965, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.0226752561538268, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.3132159141029125, 'Group Var': 0.6425930172949852}","{'Intercept': 20.476738042574656, 'bg_type[T.RBG]': -1.0353204146337458, 'Group Var': 0.886888367047377}","{'Intercept': 20.480162676509515, 'glucose_tolerance[T.impaired]': -0.5650014453717433, 'glucose_tolerance[T.normal]': -1.1929205928293232, 'Group Var': 0.2150879262299504}","{'Intercept': 20.99782288382641, 'glucose_tolerance[T.impaired]': -0.5650014453717733, 'glucose_tolerance[T.normal]': -1.1929205928293485, 'bg_type[T.RBG]': -1.0353204146337458, 'Group Var': 0.49419645480735697}"
924,unknown_93881732_17617,,,,,,,True,True,True,True,-72.50805668065054,-79.51086739154148,-83.50579390511997,-77.58576701057056,"{'Intercept': 19.829136521401313, 'glucose_tolerance[T.impaired]': 0.016921692867921407, 'glucose_tolerance[T.normal]': -0.15352985199891875, 'bg_type[T.RBG]': 0.1570450646196028, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -1.1759587400769183, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -1.7059190885710205, 'Group Var': 0.33475701052596957}","{'Intercept': 19.806891397435468, 'bg_type[T.RBG]': -0.7721181231330566, 'Group Var': 0.43479516430472426}","{'Intercept': 19.907659053711097, 'glucose_tolerance[T.impaired]': -0.5710576771705271, 'glucose_tolerance[T.normal]': -1.0064893962844186, 'Group Var': 0.15629767913321566}","{'Intercept': 20.29371811527763, 'glucose_tolerance[T.impaired]': -0.5710576771705308, 'glucose_tolerance[T.normal]': -1.0064893962844166, 'bg_type[T.RBG]': -0.7721181231330607, 'Group Var': 0.24259152626000777}"
925,unknown_107994409_17757,,,,,,,True,True,True,True,-39.022219253076955,-43.87404882611979,-41.722431445685274,-40.70217931223816,"{'Intercept': 20.388155552263285, 'glucose_tolerance[T.impaired]': 0.4201570165386084, 'glucose_tolerance[T.normal]': 0.5511927335047314, 'bg_type[T.RBG]': -0.1448612618008803, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': 0.4388539347141946, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': 0.42539363238032624, 'Group Var': 0.4773811510558709}","{'Intercept': 20.70847260723354, 'bg_type[T.RBG]': 0.1596444320322812, 'Group Var': 0.9689679063195209}","{'Intercept': 20.315724921362865, 'glucose_tolerance[T.impaired]': 0.6395839838956916, 'glucose_tolerance[T.normal]': 0.7638895496948745, 'Group Var': 0.4114419140641716}","{'Intercept': 20.23590270534668, 'glucose_tolerance[T.impaired]': 0.6395839838957236, 'glucose_tolerance[T.normal]': 0.7638895496949077, 'bg_type[T.RBG]': 0.15964443203228787, 'Group Var': 0.4355224422251205}"
926,unknown_96375995_17783,,,,,,,True,True,True,True,-34.439525381673675,-36.490957787130995,-36.995018740755384,-34.69274956571205,"{'Intercept': 21.06971702174366, 'glucose_tolerance[T.impaired]': 0.2924629622058404, 'glucose_tolerance[T.normal]': 0.06566413137609951, 'bg_type[T.RBG]': 0.36449095049328734, 'glucose_tolerance[T.impaired]:bg_type[T.RBG]': -0.1717240563315991, 'glucose_tolerance[T.normal]:bg_type[T.RBG]': -0.17477175533051173, 'Group Var': 1.3294038947236506e-09}","{'Intercept': 21.229081329121787, 'bg_type[T.RBG]': 0.24367457126138564, 'Group Var': 0.018008819682903982}","{'Intercept': 21.25196249699029, 'glucose_tolerance[T.impaired]': 0.2066009340400507, 'glucose_tolerance[T.normal]': -0.021721746289148, 'Group Var': 6.531693725313237e-10}","{'Intercept': 21.130125211359637, 'glucose_tolerance[T.impaired]': 0.20660093404002314, 'glucose_tolerance[T.normal]': -0.021721746289175344, 'bg_type[T.RBG]': 0.243674571261363, 'Group Var': 4.485489519672032e-10}"
